Species	PFT
Abacopteris multilineata	(fern)
Abarema adenophora	(tree)
Abarema barbouriana	(tree)
Abarema brachystachya	(shrub/tree)
Abarema cochliacarpos	(tree)
Abarema curvicarpa	(tree)
Abarema jupunba	(tree)
Abarema laeta	(tree)
Abarema lusoria	(legume?)
Abarema macradenia	(tree)
Abarema mataybifolia	(tree)
Abarema piresii	(tree)
Abarema racemiflora	(tree)
Abatia parviflora	(shrub/tree)
Abelia biflora	(shrub)
Abelia chinensis	(shrub)
Abelia dielsii	(shrub)
Abelia graebneriana	(shrub)
Abelia grandiflora	(shrub)
Abelia integrifolia	(shrub)
Abelia mosanensis	(shrub)
Abelia serrata	(shrub)
Abelia spathulata	(shrub)
Abelia triflora	(shrub/tree)
Abeliophyllum distichum	(shrub)
Abelmoschus crinitus	forb
Abelmoschus esculentus	forb
Abelmoschus ficulneus	(shrub)
Abelmoschus manihot	forb
Abelmoschus moschatus	forb
Abies alba	(tree)
Abies amabilis	(tree)
Abies arizonica	(tree)
Abies balsamea	(tree)
Abies borisii-regis	(tree)
Abies bornmuelleriana	(tree)
Abies bracteata	(tree)
Abies cephalonica	(tree)
Abies chensiensis	(tree)
Abies cilicica	(tree)
Abies concolor	(tree)
Abies delavayi	(tree)
Abies densa	(tree)
Abies ernestii	(tree)
Abies fabri	(tree)
Abies fargesii	(tree)
Abies faxoniana	(tree)
Abies firma	(tree)
Abies forrestii	(tree)
Abies fraseri	(tree)
Abies georgei	(tree)
Abies grandis	(tree)
Abies guatemalensis	(tree)
Abies holophylla	(tree)
Abies homolepis	(tree)
Abies kawakamii	(tree)
Abies koreana	(tree)
Abies lasiocarpa	(tree)
Abies magnifica	(tree)
Abies mariesii	(tree)
Abies marocana	(tree)
Abies nebrodensis	(tree)
Abies nephrolepis	(tree)
Abies nordmanniana	(tree)
Abies numidica	(tree)
Abies pardei	(tree)
Abies pindrow	(tree)
Abies pinsapo	(tree)
Abies procera	(tree)
Abies recurvata	(tree)
Abies religiosa	(tree)
Abies sachalinensis	(tree)
Abies shastensis	(tree)
Abies sibirica	(tree)
Abies spectabilis	(tree)
Abies squamata	(tree)
Abies veitchii	(tree)
Abies vejarii	(tree)
Abiu caramuri	(tree)
Abroma augusta	(shrub)
Abronia ameliae	forb
Abronia fragrans	forb
Abronia latifolia	forb
Abronia maritima	forb
Abronia pogonantha	forb
Abronia turbinata	forb
Abronia umbellata	forb
Abronia villosa	forb
Abrophyllum ornans	(shrub/tree)
Abrus canescens	(shrub)
Abrus laevigatus	(legume?)
Abrus precatorius	(shrub)
Abrus pulchellus	(shrub)
Abrus schimperi	(shrub)
Abuta grandifolia	(tree)
Abuta grisebachii	not assigned
Abuta imene	not assigned
Abuta pahni	not assigned
Abuta panamensis	(tree)
Abuta racemosa	not assigned
Abuta rufescens	forb
Abuta solimoesensis	not assigned
Abuta velutina	(shrub/tree)
Abutilon abutiloides	conflicting (forb vs. shrub)
Abutilon angulatum	conflicting (forb vs. shrub)
Abutilon auritum	(shrub)
Abutilon austroafricanum	conflicting (forb vs. shrub)
Abutilon austro-africanum	conflicting (forb vs. shrub)
Abutilon bidentatum	(shrub)
Abutilon canariense	not assigned
Abutilon chittendenii	(shrub)
Abutilon cryptopetalum	conflicting (forb vs. shrub)
Abutilon dugesii	(shrub)
Abutilon ellipticum	(tree)
Abutilon englerianum	(shrub)
Abutilon eremitopetalum	(shrub)
Abutilon fraseri	(shrub)
Abutilon fruticosum	conflicting (forb vs. shrub)
Abutilon glabriflorum	(shrub)
Abutilon grandiflorum	conflicting (forb vs. shrub)
Abutilon grantii	conflicting (forb vs. shrub)
Abutilon greveanum	(shrub)
Abutilon guineense	(shrub)
Abutilon hirtum	conflicting (forb vs. shrub)
Abutilon incanum	conflicting (forb vs. shrub)
Abutilon indicum	(shrub)
Abutilon lauraster	conflicting (forb vs. shrub)
Abutilon lepidum	(shrub)
Abutilon leucopetalum	(shrub)
Abutilon longicuspe	(shrub)
Abutilon matopense	conflicting (forb vs. shrub)
Abutilon mauritianum	conflicting (forb vs. shrub)
Abutilon menziesii	(shrub)
Abutilon mitchelli	(shrub)
Abutilon molle	conflicting (forb vs. shrub)
Abutilon mollissimum	(shrub)
Abutilon muticum	(shrub)
Abutilon otocarpum	(shrub)
Abutilon oxycarpum	(shrub)
Abutilon pannosum	conflicting (forb vs. shrub)
Abutilon parvulum	forb
Abutilon pseudocleistogamum	(shrub)
Abutilon pycnodon	conflicting (forb vs. shrub)
Abutilon ramosum	conflicting (forb vs. shrub)
Abutilon reflexum	(shrub)
Abutilon rehmannii	(shrub)
Abutilon sandwicense	(shrub)
Abutilon silvaticum	(shrub)
Abutilon sonneratianum	(shrub)
Abutilon sylvaticum	(shrub)
Abutilon theophrasti	forb
Abutilon theophrastii	forb
Abutilon trisulcatum	(shrub)
Abutilon umbellatum	conflicting (forb vs. shrub)
Acacia abyssinica	(tree)
Acacia acanthoclada	(shrub)
Acacia acanthophylla	(legume?)
Acacia acatlensis	(shrub/tree)
Acacia accola	(shrub/tree)
Acacia acinacea	(shrub)
Acacia acradenia	(shrub/tree)
Acacia acrionastes	(tree)
Acacia acuifera	(tree)
Acacia aculeatissima	(shrub)
Acacia acuminata	(shrub/tree)
Acacia adansonii	(tree)
Acacia adenocalyx	(shrub/tree)
Acacia adhaerens	(legume?)
Acacia adoxa	(shrub)
Acacia adsurgens	(shrub)
Acacia adunca	(shrub/tree)
Acacia aestivalis	(shrub/tree)
Acacia alata	(shrub)
Acacia albicorticata	(tree)
Acacia albida	(tree)
Acacia alcockii	(shrub)
Acacia alemquerensis	(legume?)
Acacia alleniana	(tree)
Acacia allenii	(tree)
Acacia altiscandens	(tree)
Acacia amabilis	(tree)
Acacia amblygona	(shrub)
Acacia ammobia	(tree)
Acacia amoena	(tree)
Acacia ampliceps	(tree)
Acacia amythethophylla	(tree)
Acacia anceps	(shrub)
Acacia ancistrocarpa	(tree)
Acacia anegadensis	(tree)
Acacia aneura	(shrub/tree)
Acacia anfractuosa	(tree)
Acacia angustissima	(tree)
Acacia anthochaera	(shrub/tree)
Acacia aphylla	(shrub)
Acacia aprica	(shrub)
Acacia arabica	(tree)
Acacia arenaria	(shrub)
Acacia arenosa	(shrub/tree)
Acacia argyrophylla	(tree)
Acacia armata	(tree)
Acacia aroma	(tree)
Acacia ascendens	(tree)
Acacia asepala	(shrub)
Acacia aspera	(tree)
Acacia assimilis	(tree)
Acacia ataxacantha	(legume?)
Acacia atkinsiana	(tree)
Acacia aulacocarpa	(tree)
Acacia aureocrinita	(shrub)
Acacia auriculaeformis	(tree)
Acacia auriculata	(tree)
Acacia auriculiformis	(tree)
Acacia ausfeldii	(tree)
Acacia australis	(shrub)
Acacia baeuerlenii	(shrub)
Acacia baileyana	(tree)
Acacia bakeri	(tree)
Acacia bancroftii	(shrub/tree)
Acacia barringtonensis	(shrub)
Acacia barteriana	(shrub/tree)
Acacia baueri	(tree)
Acacia beadleana	(shrub)
Acacia beauverdiana	(tree)
Acacia beckleri	(tree)
Acacia bellula	(shrub)
Acacia berlandieri	(shrub)
Acacia betchei	(tree)
Acacia bidwillii	(tree)
Acacia bifaria	(tree)
Acacia bilimekii	(shrub)
Acacia binervata	(shrub/tree)
Acacia binervia	(tree)
Acacia bivenosa	(tree)
Acacia blakei	(tree)
Acacia blakelyi	(tree)
Acacia blayana	(tree)
Acacia bonariensis	(shrub/tree)
Acacia boormanii	(tree)
Acacia borleae	(shrub/tree)
Acacia bossiaeoides	(shrub/tree)
Acacia botrydion	(tree)
Acacia brachybotrya	(shrub)
Acacia brachystachya	(tree)
Acacia brassii	(tree)
Acacia brevispica	(shrub)
Acacia browniana	(tree)
Acacia brownii	(shrub)
Acacia brumalis	(tree)
Acacia brunioides	(shrub)
Acacia bulgaensis	(shrub/tree)
Acacia burbidgeae	(tree)
Acacia burkei	(tree)
Acacia burkittii	(shrub/tree)
Acacia burrowii	(shrub/tree)
Acacia bussei	(tree)
Acacia buxifolia	(tree)
Acacia caerulescens	(tree)
Acacia caesariata	(shrub)
Acacia caesia	(tree)
Acacia caesiella	(shrub/tree)
Acacia caffra	(tree)
Acacia calamifolia	(tree)
Acacia calcicola	(tree)
Acacia cambagei	(tree)
Acacia campylophylla	(shrub)
Acacia cana	(shrub)
Acacia cangaiensis	(shrub/tree)
Acacia capitata	(legume?)
Acacia cardiophylla	(tree)
Acacia carens	(shrub)
Acacia caroleae	(shrub/tree)
Acacia catechu	(tree)
Acacia catenulata	(tree)
Acacia caven	(shrub)
Acacia cavenia	(shrub/tree)
Acacia cedroides	(shrub)
Acacia celastrifolia	(shrub)
Acacia celsa	(tree)
Acacia cerastes	(shrub)
Acacia chalkeri	(tree)
Acacia chapmanii	(tree)
Acacia chariessa	(shrub)
Acacia cheelii	(shrub/tree)
Acacia chisholmii	(tree)
Acacia choriophylla	(shrub/tree)
Acacia chrysotricha	(tree)
Acacia chundra	(tree)
Acacia cincinnata	(tree)
Acacia citrinoviridis	(tree)
Acacia clandullensis	(tree)
Acacia clivicola	(shrub/tree)
Acacia clydonophora	(tree)
Acacia cochliacantha	(tree)
Acacia cognata	(shrub/tree)
Acacia colei	(shrub/tree)
Acacia colletioides	(shrub)
Acacia collinsii	(tree)
Acacia compacta	(tree)
Acacia complanata	(tree)
Acacia concurrens	(tree)
Acacia conferta	(tree)
Acacia confusa	(tree)
Acacia congesta	(tree)
Acacia constablei	(tree)
Acacia constricta	(shrub)
Acacia continua	(tree)
Acacia coolgardiensis	(tree)
Acacia coriacea	(shrub/tree)
Acacia cornigera	(tree)
Acacia costiniana	(shrub)
Acacia coulteri	(tree)
Acacia courtii	(tree)
Acacia cowleana	(tree)
Acacia craspedocarpa	(tree)
Acacia crassa	(shrub/tree)
Acacia crassicarpa	(tree)
Acacia crassiuscula	(tree)
Acacia cremiflora	(shrub)
Acacia crenulata	(shrub/tree)
Acacia cretacea	(shrub/tree)
Acacia cultriformis	(shrub/tree)
Acacia cuneifolia	(shrub)
Acacia cunninghamii	(tree)
Acacia cupularis	(shrub)
Acacia curranii	(tree)
Acacia cuthbertsonii	(shrub/tree)
Acacia cyanophylla	(tree)
Acacia cyclops	(shrub/tree)
Acacia cyperophylla	(tree)
Acacia dallachiana	(tree)
Acacia davyi	(shrub/tree)
Acacia dawsonii	(tree)
Acacia dealbata	(shrub/tree)
Acacia deanei	(tree)
Acacia decora	(shrub)
Acacia decurrens	(tree)
Acacia deficiens	(tree)
Acacia depauperata	(shrub/tree)
Acacia desmondii	(tree)
Acacia detinens	(shrub/tree)
Acacia dictyoneura	(tree)
Acacia dictyophleba	(tree)
Acacia difficilis	(tree)
Acacia difformis	(tree)
Acacia diffusa	(shrub)
Acacia dimidiata	(shrub/tree)
Acacia discolor	(tree)
Acacia disparrima	(tree)
Acacia disticha	(tree)
Acacia dodonaeifolia	(tree)
Acacia dolichostachya	(tree)
Acacia doratoxylon	(shrub/tree)
Acacia drepanolobium	(tree)
Acacia drepanophylla	(tree)
Acacia drummondii	(tree)
Acacia dudgeoni	(tree)
Acacia dunnii	(tree)
Acacia durabilis	(shrub)
Acacia duriuscula	(shrub/tree)
Acacia ebutsiniorum	(tree)
Acacia echinula	(tree)
Acacia edgeworthii	(tree)
Acacia effusa	(shrub)
Acacia ehrenbergiana	(tree)
Acacia elachantha	(shrub)
Acacia elata	(tree)
Acacia elatior	(tree)
Acacia elongata	(tree)
Acacia empelioclada	(shrub)
Acacia enterocarpa	(shrub)
Acacia eremophila	(shrub)
Acacia erinacea	(shrub)
Acacia eriocarpa	(shrub/tree)
Acacia erioloba	(tree)
Acacia eriopoda	(tree)
Acacia errabunda	(tree)
Acacia erubescens	(tree)
Acacia erythrocalyx	(legume?)
Acacia estrophiolata	(tree)
Acacia etbaica	(tree)
Acacia euthycarpa	(tree)
Acacia excelsa	(tree)
Acacia extensa	(tree)
Acacia exuvialis	(shrub/tree)
Acacia falcata	(shrub)
Acacia falciformis	(tree)
Acacia farinosa	(shrub)
Acacia farnesiana	(shrub/tree)
Acacia fasciculata	(tree)
Acacia fasciculifera	(tree)
Acacia ferruginea	(tree)
Acacia filicifolia	(tree)
Acacia filifolia	(tree)
Acacia fimbriata	(shrub/tree)
Acacia flabellifolia	(shrub)
Acacia flavescens	(tree)
Acacia fleckii	(shrub/tree)
Acacia flexifolia	(tree)
Acacia flocktoniae	(tree)
Acacia floribunda	(shrub/tree)
Acacia floydii	(shrub/tree)
Acacia fragilis	(shrub)
Acacia frigescens	(shrub/tree)
Acacia fulva	(tree)
Acacia furcatispina	(shrub)
Acacia gageana	(tree)
Acacia galeata	(shrub/tree)
Acacia galpinii	(tree)
Acacia gaumeri	(tree)
Acacia genistifolia	(shrub/tree)
Acacia gentlei	(tree)
Acacia georgensis	(shrub/tree)
Acacia georginae	(tree)
Acacia gerrardii	(tree)
Acacia gillii	(shrub/tree)
Acacia giraffae	(tree)
Acacia gladiiformis	(tree)
Acacia glandulicarpa	(tree)
Acacia glauca	(tree)
Acacia glaucescens	(tree)
Acacia glaucissima	(shrub)
Acacia glaucocarpa	(tree)
Acacia glomerosa	(tree)
Acacia gnidium	(tree)
Acacia goetzei	(tree)
Acacia gonocarpa	(shrub/tree)
Acacia gonoclada	(shrub)
Acacia gordonii	(tree)
Acacia gourmaensis	(tree)
Acacia gracilifolia	(shrub)
Acacia graffiana	(tree)
Acacia grandicornuta	(tree)
Acacia granitica	(tree)
Acacia grasbyi	(tree)
Acacia greggii	(shrub/tree)
Acacia grisea	(shrub)
Acacia gummifera	(tree)
Acacia gunnii	(tree)
Acacia haematoxylon	(shrub/tree)
Acacia hakeoides	(shrub)
Acacia hamersleyensis	(shrub/tree)
Acacia hamiltoniana	(shrub)
Acacia hammondii	(shrub)
Acacia hamulosa	(tree)
Acacia harpophylla	(tree)
Acacia harveyi	(shrub)
Acacia havilandii	(shrub/tree)
Acacia havilandiorum	(shrub/tree)
Acacia hayesii	(shrub)
Acacia hebeclada	(shrub/tree)
Acacia hemignosta	(tree)
Acacia hemiteles	(tree)
Acacia hemsleyi	(tree)
Acacia hereroensis	(shrub/tree)
Acacia heterochroa	(shrub)
Acacia heteroclita	(tree)
Acacia heterophylla	(legume?)
Acacia hilliana	(shrub)
Acacia hindsii	(tree)
Acacia hispidula	(tree)
Acacia hockii	(shrub/tree)
Acacia hohenackeri	(legume?)
Acacia holosericea	(shrub/tree)
Acacia homalophylla	(tree)
Acacia horrida	(tree)
Acacia howittii	(tree)
Acacia hubbardiana	(shrub)
Acacia huegelii	(shrub/tree)
Acacia humifusa	(tree)
Acacia hyaloneura	(shrub/tree)
Acacia imbricata	(shrub)
Acacia implexa	(shrub/tree)
Acacia inaequilatera	(tree)
Acacia incanicarpa	(shrub)
Acacia inceana	(shrub)
Acacia ingramii	(shrub/tree)
Acacia inophloia	(tree)
Acacia insolita	(tree)
Acacia iraqensis	(shrub/tree)
Acacia irrorata	(shrub/tree)
Acacia iteaphylla	(tree)
Acacia ixiophylla	(tree)
Acacia jennerae	(tree)
Acacia johnwoodii	(tree)
Acacia jonesii	(shrub)
Acacia jucunda	(shrub)
Acacia julifera	(shrub/tree)
Acacia juncifolia	(tree)
Acacia juniperina	(tree)
Acacia kamerunensis	(legume?)
Acacia karroo	(shrub/tree)
Acacia kempeana	(shrub/tree)
Acacia kettlewelliae	(tree)
Acacia kirkii	(tree)
Acacia koa	(tree)
Acacia koaia	(tree)
Acacia kosiensis	(tree)
Acacia kraussiana	(tree)
Acacia kybeanensis	(shrub)
Acacia kydrensis	(shrub)
Acacia laccata	(tree)
Acacia lachnophylla	(shrub)
Acacia laeta	(tree)
Acacia lamprocarpa	(tree)
Acacia lanigera	(tree)
Acacia lasiocalyx	(tree)
Acacia lasiocarpa	(shrub)
Acacia lasiopetala	(tree)
Acacia lateriticola	(tree)
Acacia latescens	(tree)
Acacia latipes	(shrub)
Acacia latisepala	(tree)
Acacia latistipulata	(shrub)
Acacia latzii	(tree)
Acacia lebbeck	(tree)
Acacia legnota	(tree)
Acacia leiocalyx	(tree)
Acacia leiophylla	(tree)
Acacia leprosa	(tree)
Acacia leptocarpa	(tree)
Acacia leptoclada	(tree)
Acacia leptopetala	(shrub)
Acacia leptospermoides	(shrub)
Acacia leptostachya	(shrub/tree)
Acacia leucoclada	(tree)
Acacia leucolobia	(shrub)
Acacia leucophloea	(tree)
Acacia leucophylla	(tree)
Acacia ligulata	(shrub/tree)
Acacia ligustrina	(shrub/tree)
Acacia linearifolia	(shrub/tree)
Acacia linearis	(shrub)
Acacia lineata	(shrub)
Acacia lineolata	(tree)
Acacia linifolia	(shrub)
Acacia lirellata	(tree)
Acacia litakunensis	(legume?)
Acacia littorea	(shrub)
Acacia loderi	(tree)
Acacia longifolia	(shrub)
Acacia longispicata	(tree)
Acacia longispinea	(tree)
Acacia longissima	(shrub)
Acacia loretensis	(tree)
Acacia lucasii	(shrub)
Acacia luederitzii	(shrub/tree)
Acacia lunata	(tree)
Acacia lutea	(tree)
Acacia lysiphloia	(tree)
Acacia mabellae	(tree)
Acacia macbridei	(shrub)
Acacia macilenta	(tree)
Acacia macnuttiana	(tree)
Acacia maconochieana	(tree)
Acacia macracantha	(tree)
Acacia macradenia	(tree)
Acacia macrophylla	(tree)
Acacia macrostachya	(tree)
Acacia macrothyrsa	(tree)
Acacia maidenii	(tree)
Acacia maitlandii	(tree)
Acacia mangium	(tree)
Acacia matthewii	(shrub/tree)
Acacia mayana	(tree)
Acacia mearnsii	(tree)
Acacia megacephala	(tree)
Acacia meiantha	(tree)
Acacia meisneri	(tree)
Acacia melanoceras	(shrub/tree)
Acacia melanoxylon	(tree)
Acacia melleodora	(shrub)
Acacia mellifera	(shrub/tree)
Acacia melvillei	(tree)
Acacia menzelii	(shrub)
Acacia meridionalis	(shrub/tree)
Acacia merrallii	(tree)
Acacia merrickiae	(shrub)
Acacia microbotrya	(tree)
Acacia microcarpa	(tree)
Acacia millefolia	(shrub/tree)
Acacia mimula	(tree)
Acacia minutifolia	(shrub)
Acacia mitchellii	(tree)
Acacia modesta	(tree)
Acacia mollifolia	(tree)
Acacia mollis	(tree)
Acacia mollissima	(tree)
Acacia montana	(tree)
Acacia monticola	(tree)
Acacia montigena	(shrub)
Acacia montis-usti	(tree)
Acacia mountfordiae	(shrub)
Acacia mucronata	(tree)
Acacia muelleriana	(shrub/tree)
Acacia multipinnata	(legume?)
Acacia multisiliqua	(shrub/tree)
Acacia multispicata	(tree)
Acacia murrayana	(tree)
Acacia mutabilis	(shrub)
Acacia myrmecophila	(shrub/tree)
Acacia myrtifolia	(shrub)
Acacia nana	(shrub)
Acacia nanodealbata	(shrub/tree)
Acacia nebrownii	(shrub/tree)
Acacia nematophylla	(shrub)
Acacia neovernicosa	(tree)
Acacia neriifolia	(shrub/tree)
Acacia nervosa	(tree)
Acacia neurocarpa	(shrub/tree)
Acacia neurophylla	(tree)
Acacia nigrescens	(tree)
Acacia nigripilosa	(shrub)
Acacia nilotica	(tree)
Acacia nodiflora	(tree)
Acacia notabilis	(tree)
Acacia nova-anglica	(shrub)
Acacia nubica	(shrub/tree)
Acacia obliquinervia	(tree)
Acacia obtusata	(tree)
Acacia obtusifolia	(tree)
Acacia occidentalis	(tree)
Acacia oerfota	(tree)
Acacia olgana	(tree)
Acacia olsenii	(shrub/tree)
Acacia omalophylla	(tree)
Acacia oncinocarpa	(shrub/tree)
Acacia ophiolithica	(tree)
Acacia oraria	(tree)
Acacia origena	(tree)
Acacia orites	(tree)
Acacia oshanesii	(tree)
Acacia oswaldii	(shrub/tree)
Acacia oxycedrus	(shrub)
Acacia pachycarpa	(tree)
Acacia pallidifolia	(tree)
Acacia paniculata	(shrub/tree)
Acacia paolii	(shrub)
Acacia papulosa	(shrub)
Acacia papyrocarpa	(tree)
Acacia paradoxa	(shrub)
Acacia parramattensis	(tree)
Acacia parvipinnula	(tree)
Acacia pedina	(shrub/tree)
Acacia pellita	(tree)
Acacia pendula	(tree)
Acacia pennata	(shrub/tree)
Acacia pennatula	(tree)
Acacia penninervis	(tree)
Acacia pentadenia	(tree)
Acacia pentagona	(legume?)
Acacia perangusta	(shrub/tree)
Acacia permixta	(shrub/tree)
Acacia pervillei	(tree)
Acacia peuce	(tree)
Acacia phaeocalyx	(tree)
Acacia phasmoides	(tree)
Acacia phlebocarpa	(shrub)
Acacia phyllodes	(shrub/tree)
Acacia piligera	(shrub)
Acacia pilispina	(shrub/tree)
Acacia pilligaensis	(tree)
Acacia pinguiculosa	(shrub)
Acacia pinguifolia	(shrub)
Acacia pinnata	(shrub)
Acacia planifrons	(tree)
Acacia platycarpa	(tree)
Acacia plectocarpa	(tree)
Acacia plicata	(tree)
Acacia plumosa	(legume?)
Acacia podalyriaefolia	(tree)
Acacia podalyriifolia	(shrub/tree)
Acacia polyacantha	(tree)
Acacia polybotrya	(tree)
Acacia polyphylla	(tree)
Acacia polystachya	(tree)
Acacia praecox	(tree)
Acacia prainii	(shrub/tree)
Acacia pravifolia	(shrub)
Acacia pravissima	(tree)
Acacia pringlei	(tree)
Acacia prominens	(tree)
Acacia provincialis	(shrub/tree)
Acacia pruinocarpa	(tree)
Acacia pruinosa	(tree)
Acacia ptychoclada	(shrub)
Acacia pubescens	(tree)
Acacia pubifolia	(tree)
Acacia pulchella	(shrub)
Acacia purpusii	(shrub/tree)
Acacia pusilla	(shrub)
Acacia pustula	(tree)
Acacia pycnantha	(tree)
Acacia pycnostachya	(tree)
Acacia pyrifolia	(tree)
Acacia quadrilateralis	(tree)
Acacia quadrimarginea	(tree)
Acacia quornensis	(tree)
Acacia racospermoides	(shrub/tree)
Acacia raddiana	(tree)
Acacia ramulosa	(shrub/tree)
Acacia redacta	(shrub/tree)
Acacia reficiens	(tree)
Acacia rehmanniana	(tree)
Acacia repanda	(tree)
Acacia resinimarginea	(tree)
Acacia retinodes	(tree)
Acacia retivenea	(shrub)
Acacia rhetinocarpa	(shrub)
Acacia rhigiophylla	(shrub)
Acacia rhodophloia	(shrub/tree)
Acacia rhodoxylon	(tree)
Acacia riceana	(tree)
Acacia richii	(tree)
Acacia rigens	(shrub)
Acacia rigidula	(shrub/tree)
Acacia riparia	(shrub/tree)
Acacia robusta	(tree)
Acacia robynsiana	(tree)
Acacia roemeriana	(shrub/tree)
Acacia rossei	(tree)
Acacia rostellifera	(tree)
Acacia rothii	(tree)
Acacia rovumae	(tree)
Acacia rubida	(tree)
Acacia rugata	(shrub)
Acacia rupicola	(shrub)
Acacia ruppii	(shrub)
Acacia sakalava	(shrub)
Acacia saliciformis	(tree)
Acacia salicina	(tree)
Acacia saligna	(shrub/tree)
Acacia schaffneri	(tree)
Acacia schinoides	(tree)
Acacia schweinfurthii	(shrub/tree)
Acacia scirpifolia	(shrub/tree)
Acacia sclerophylla	(tree)
Acacia sclerosperma	(tree)
Acacia sekhukhuniensis	(tree)
Acacia semirigida	(tree)
Acacia senegal	(tree)
Acacia senegalensis	(tree)
Acacia sertiformis	(tree)
Acacia sessiliceps	(tree)
Acacia seyal	(tree)
Acacia shirleyana	(shrub/tree)
Acacia shirleyi	(tree)
Acacia sibilans	(tree)
Acacia sibirica	(shrub/tree)
Acacia siculiformis	(tree)
Acacia sieberana	(tree)
Acacia sieberiana	(tree)
Acacia silvestris	(tree)
Acacia simmonsiana	(shrub)
Acacia simsii	(tree)
Acacia sophorae	(tree)
Acacia spathulata	(shrub/tree)
Acacia spectabilis	(tree)
Acacia spilleriana	(shrub)
Acacia spinescens	(shrub)
Acacia spirocarpa	(tree)
Acacia splendens	(shrub)
Acacia spondylophylla	(shrub)
Acacia spooneri	(shrub)
Acacia sporadica	(shrub)
Acacia squamata	(shrub)
Acacia standleyi	(shrub/tree)
Acacia startii	(shrub)
Acacia steedmanii	(shrub/tree)
Acacia stellaticeps	(shrub)
Acacia stenophylla	(tree)
Acacia stereophylla	(tree)
Acacia stipuligera	(tree)
Acacia stowardii	(tree)
Acacia stricta	(shrub/tree)
Acacia strongylophylla	(shrub)
Acacia stuhlmannii	(shrub/tree)
Acacia suaveolens	(shrub)
Acacia subangulata	(tree)
Acacia subcaerulea	(shrub)
Acacia subporosa	(tree)
Acacia subracemosa	(shrub)
Acacia subtessarogona	(tree)
Acacia subtilinervis	(shrub)
Acacia subulata	(tree)
Acacia sulcata	(tree)
Acacia suma	(tree)
Acacia sundra	(tree)
Acacia sutherlandii	(shrub/tree)
Acacia swazica	(shrub/tree)
Acacia tanganyikensis	(tree)
Acacia telmica	(tree)
Acacia tenuifolia	(tree)
Acacia tenuispina	(shrub)
Acacia tenuissima	(shrub)
Acacia terminalis	(shrub/tree)
Acacia tetragonophylla	(shrub)
Acacia tetraneura	(shrub)
Acacia tindaleae	(shrub)
Acacia tomentosa	(tree)
Acacia toondulya	(tree)
Acacia torrei	(shrub)
Acacia torringtonensis	(tree)
Acacia torta	(legume?)
Acacia tortilis	(shrub/tree)
Acacia tortuosa	(tree)
Acacia torulosa	(tree)
Acacia trachycarpa	(tree)
Acacia trachyphloia	(tree)
Acacia tratmaniana	(shrub)
Acacia trinervata	(tree)
Acacia trineura	(shrub)
Acacia triptera	(shrub)
Acacia triquetra	(shrub)
Acacia tropica	(shrub/tree)
Acacia truncata	(shrub)
Acacia tucumanensis	(tree)
Acacia tumida	(tree)
Acacia ulicifolia	(shrub)
Acacia ulicina	(tree)
Acacia umbellata	(shrub/tree)
Acacia uncinata	(shrub)
Acacia undosa	(shrub)
Acacia undulifolia	(tree)
Acacia urophylla	(tree)
Acacia velutina	(legume?)
Acacia venulosa	(tree)
Acacia verek	(shrub/tree)
Acacia vermicularis	(legume?)
Acacia verniciflua	(shrub/tree)
Acacia veronica	(tree)
Acacia verticillata	(shrub/tree)
Acacia vestita	(tree)
Acacia victoriae	(shrub)
Acacia viguieri	(shrub/tree)
Acacia viscidula	(tree)
Acacia visco	(tree)
Acacia vittata	(tree)
Acacia vypres	(legume?)
Acacia wattsiana	(tree)
Acacia welwitschii	(tree)
Acacia whibleyana	(tree)
Acacia wilhelmiana	(shrub)
Acacia willardiana	(tree)
Acacia williamsiana	(tree)
Acacia wrightii	(shrub/tree)
Acacia xanthophloea	(tree)
Acacia xiphophylla	(tree)
Acacia yorkrakinensis	(tree)
Acacia zanzibarica	(shrub/tree)
Acaciella angustissima	(shrub/tree)
Acaena adenocarpa	not assigned
Acaena agnipila	forb
Acaena alpina	(shrub)
Acaena anserinifolia	forb
Acaena antarctica	forb
Acaena argentea	forb
Acaena caesiiglauca	forb
Acaena confertissima	not assigned
Acaena echinata	forb
Acaena fissistipula	forb
Acaena integerrima	forb
Acaena leptacantha	forb
Acaena lucida	forb
Acaena macrocephala	not assigned
Acaena magellanica	forb
Acaena multifida	forb
Acaena novae-zelandiae	forb
Acaena ovalifolia	forb
Acaena ovina	forb
Acaena pallida	forb
Acaena pinnatifida	forb
Acaena platyacantha	not assigned
Acaena pseudopoeppigiana	not assigned
Acaena rahuensis	not assigned
Acaena sericea	forb
Acaena skottsbergii	not assigned
Acaena splendens	forb
Acaena subnitens	not assigned
Acaena tehuelcha	not assigned
Acaena tenera	forb
Acaena trifida	not assigned
Acalypha acrogyna	(shrub)
Acalypha allenii	forb
Acalypha ambigua	forb
Acalypha argentira	not assigned
Acalypha arvensis	forb
Acalypha australis	forb
Acalypha bipartita	(shrub)
Acalypha brachystachya	forb
Acalypha caperonioides	forb
Acalypha caturus	(tree)
Acalypha chirindica	(shrub/tree)
Acalypha ciliata	forb
Acalypha cincta	(shrub)
Acalypha claoxyloides	(shrub)
Acalypha clutioides	(shrub/tree)
Acalypha communis	forb
Acalypha compacta	(shrub)
Acalypha crenata	conflicting (forb vs. shrub)
Acalypha cuneata	not assigned
Acalypha decaryana	not assigned
Acalypha dikuluwensis	(shrub/tree)
