Species	Woodiness	Original names
Punotia lagopus	not assigned	['Opuntia lagopus']
Pupalia grandiflora	herbaceous	['Pupalia grandiflora']
Pupalia lappacea	herbaceous	['Achyranthes patula', 'Pupalia lappacea']
Pupalia micrantha	herbaceous	['Pupalia micrantha']
Purdiaea nutans	woody	['Purdiaea nutans']
Purshia glandulosa	woody	['Purshia glandulosa']
Purshia mexicana	woody	['Cowania mexicana', 'Purshia mexicana']
Purshia plicata	not assigned	['Cowania plicata', 'Purshia plicata']
Purshia species	not assigned	['Purshia subcoriacea']
Purshia stansburiana	woody	['Cowania stansburiana', 'Purshia stansburiana']
Purshia tridentata	woody	['Purshia tridentata']
Puschkinia scilloides	herbaceous	['Puschkinia scilloides']
Putranjiva matsumurae	not assigned	['Drypetes matsumurae', 'Putranjiva matsumurae']
Putranjiva roxburghii	woody	['Drypetes roxburghii', 'Putranjiva roxburghii']
Putterlickia pyracantha	not assigned	['Putterlickia pyracantha']
Putterlickia verrucosa	woody	['Putterlickia verrucosa']
Puya alpestris	herbaceous	['Puya alpestris']
Puya berteroniana	herbaceous	['Puya berteroniana']
Puya boliviensis	herbaceous	['Puya boliviensis']
Puya chilensis	herbaceous	['Puya chilensis']
Puya coerulea	herbaceous	['Puya coerulea', 'Puya violacea']
Puya floccosa	herbaceous	['Puya floccosa']
Puya raimondii	herbaceous	['Puya raimondii']
Puya tovariana	herbaceous	['Puya tovariana']
Puya venusta	herbaceous	['Puya venusta']
Pyankovia affinis	herbaceous	['Climacoptera affinis']
Pyankovia brachiata	not assigned	['Climacoptera brachiata', 'Salsola brachiata']
Pycnanthemum flexuosum	herbaceous	['Pycnanthemum flexuosum']
Pycnanthemum muticum	not assigned	['Pycnanthemum muticum']
Pycnanthemum species	not assigned	['Pycnanthemum pinnata']
Pycnanthemum tenuifolium	herbaceous	['Pycnanthemum tenuifolium']
Pycnanthemum virginianum	not assigned	['Pycnanthemum virginianum']
Pycnanthus angolensis	woody	['Pycnanthus angolensis', 'Pycnanthus kombo']
Pycnarrhena pleniflora	not assigned	['Pycnarrhena pleniflora']
Pycnocomon rutifolium	herbaceous	['Scabiosa rutaefolia']
Pycnosorus chrysanthus	herbaceous	['Craspedia chrysantha', 'Pycnosorus chrysanthus']
Pycnosorus globosus	not assigned	['Pycnosorus globosus']
Pycnosorus pleiocephalus	not assigned	['Pycnosorus pleiocephalus']
Pycnosphaera buchananii	herbaceous	['Pycnosphaera buchananii']
Pygmaeothamnus zeyheri	woody	['Pygmaeothamnus zeyheri']
Pyracantha angustifolia	woody	['Pyracantha angustifolia']
Pyracantha coccinea	woody	['Pyracantha coccinea']
Pyracantha crenulata	not assigned	['Crataegus crenulata', 'Pyracantha crenulata']
Pyracantha fortuneana	woody	['Pyracantha fortuneana']
Pyracantha species	not assigned	['Crataegus pyracantha']
Pyramidanthe prismatica	not assigned	['Pyramidanthe prismatica']
Pyrenacantha grandiflora	woody	['Pyrenacantha grandiflora']
Pyrenacantha kaurabassana	herbaceous	['Pyrenacantha kaurabassana']
Pyrenacantha kirkii	not assigned	['Pyrenacantha kirkii']
Pyrenacantha lebrunii	not assigned	['Pyrenacantha lebrunii']
Pyrenacantha malvifolia	not assigned	['Pyrenacantha malvifolia']
Pyrenacantha scandens	not assigned	['Pyrenacantha scandens']
Pyrenacantha sylvestris	not assigned	['Pyrenacantha sylvestris']
Pyrenacantha thomsoniana	not assigned	['Chlamydocarya thomsoniana']
Pyrenacantha vogeliana	not assigned	['Pyrenacantha vogeliana']
Pyrenacantha volubilis	not assigned	['Pyrenacantha volubilis']
Pyrenaria acuminata	not assigned	['Pyrenaria acuminata', 'Ternstroemia macrophylla']
Pyrenaria menglaensis	not assigned	['Pyrenaria menglaensis']
Pyrenaria microcarpa	not assigned	['Pyrenaria microcarpa']
Pyrenaria multisepala	not assigned	['Pyrenaria multisepala']
Pyrenaria serrata	not assigned	['Pyrenaria kunstleri', 'Pyrenaria serrata']
Pyrenaria spectabilis	not assigned	['Pyrenaria championii']
Pyrethrum corymbosum	not assigned	['Pyrethrum corymbosum']
Pyrola asarifolia	herbaceous	['Pyrola asarifolia']
Pyrola chlorantha	herbaceous	['Pyrola chlorantha']
Pyrola elliptica	herbaceous	['Pyrola elliptica']
Pyrola media	herbaceous	['Pyrola media']
Pyrola minor	herbaceous	['Pyrola minor']
Pyrola rotundifolia	herbaceous	['Pyrola norvegica', 'Pyrola rotundifolia']
Pyrorchis nigricans	not assigned	['Pyrorchis nigricans']
Pyrostegia venusta	not assigned	['Pyrostegia dichotoma', 'Pyrostegia venusta']
Pyrostria affinis	not assigned	['Pyrostria affinis']
Pyrostria bibracteata	woody	['Canthium bibracteatum', 'Pyrostria bibracteata']
Pyrostria chapmanii	woody	['Pyrostria chapmanii']
Pyrostria hystrix	woody	['Pyrostria hystrix']
Pyrostria lobulata	woody	['Pyrostria lobulata']
Pyrostria madagascariensis	not assigned	['Pyrostria madagascariensis']
Pyrostria orbicularis	not assigned	['Pyrostria orbicularis']
Pyrostria phyllanthoidea	not assigned	['Pyrostria phyllanthoidea']
Pyrrhobryum pungens	not assigned	['Pyrrhobryum pungens']
Pyrrhopappus species	not assigned	['Pyrrhopappus multicaulis']
Pyrrocoma apargioides	herbaceous	['Pyrrocoma apargioides']
Pyrrocoma carthamoides	not assigned	['Pyrrocoma carthamoides']
Pyrrocoma crocea	not assigned	['Pyrrocoma crocea']
Pyrrocoma racemosa	herbaceous	['Haplopappus racemosus']
Pyrrocoma uniflora	not assigned	['Pyrrocoma uniflora']
Pyrrosia adnascens	(fern)	['Pyrrosia adnascens']
Pyrrosia confluens	(fern)	['Pyrrosia confluens']
Pyrrosia eleagnifolia	(fern)	['Pyrrosia eleagnifolia']
Pyrrosia heteractis	(fern)	['Polypodium heteractis']
Pyrrosia lanceolata	(fern)	['Pyrrosia lanceolata']
Pyrrosia longifolia	(fern)	['Pyrrosia longifolia']
Pyrrosia nummulariifolia	(fern)	['Pyrrosia nummularifolia', 'Pyrrosia nummulariifolia']
Pyrrosia piloselloides	(fern)	['Pyrrosia piloselloides']
Pyrrosia rhodesiana	(fern)	['Pyrrosia rhodesiana']
Pyrrosia rupestris	(fern)	['Pyrrosia rupestris']
Pyrrosia serpens	(fern)	['Pyrrosia serpens']
Pyrrosia stolzii	(fern)	['Pyrrosia stolzii']
Pyrularia edulis	not assigned	['Pyrularia edulis']
Pyrularia pubera	not assigned	['Pyrularia pubera']
Pyrus betulifolia	woody	['Pyrus betulaefolia', 'Pyrus betulifolia']
Pyrus bourgaeana	woody	['Pyrus bourgaeana', 'Pyrus mamorensis']
Pyrus calleryana	woody	['Pyrus calleryana', 'Pyrus dimorphophylla', 'Pyrus fauriei']
Pyrus communis	woody	['Pyrus caucasica', 'Pyrus communis', 'Pyrus magyarica']
Pyrus cordata	woody	['Pyrus cordata', 'Pyrus gharbiana']
Pyrus elaeagnifolia	not assigned	['Pyrus elaeagnifolia']
Pyrus jordanovii	not assigned	['Pyrus mecsekensis']
Pyrus nivalis	not assigned	['Pyrus nivalis', 'Pyrus salvifolia']
Pyrus pashia	woody	['Pyrus pashia']
Pyrus pyraster	woody	['Pyrus pyraster']
Pyrus pyrifolia	woody	['Pyrus pyrifolia', 'Pyrus serotina']
Pyrus salicifolia	not assigned	['Pyrus salicifolia']
Pyrus serrulata	not assigned	['Pyrus serrulata']
Pyrus species	not assigned	['Pyrus cultivars', 'Pyrus rossica']
Pyrus spinosa	woody	['Pyrus amygdaliformis', 'Pyrus spinosa']
Pyrus syriaca	woody	['Pyrus bovei', 'Pyrus syriaca']
Pyrus ussuriensis	woody	['Pyrus hondoensis', 'Pyrus ussuriensis']
Pyrus xerophila	not assigned	['Pyrus xerophila']
Quadrella cynophallophora	woody	['Capparis cynophallophora']
Quadrella incana	not assigned	['Capparis incana']
Quadrella indica	woody	['Capparis indica']
Quadrella odoratissima	woody	['Capparis odoratissima']
Quadrella species	not assigned	['Capparis ferruginea']
Qualea acuminata	woody	['Qualea acuminata']
Qualea brevipedicellata	woody	['Qualea brevipedicellata']
Qualea coerulea	not assigned	['Qualea coerulea']
Qualea cordata	woody	['Qualea dichotoma']
Qualea dinizii	not assigned	['Qualea dinizii']
Qualea gracilior	woody	['Qualea gracilior', 'Qualea lancifolia']
Qualea grandiflora	woody	['Qualea grandiflora']
Qualea homosepala	not assigned	['Qualea homosepala']
Qualea impexa	not assigned	['Qualea impexa']
Qualea megalocarpa	not assigned	['Qualea megalocarpa']
Qualea mori-boomii	not assigned	['Qualea mori-boomii']
Qualea multiflora	woody	['Qualea multiflora']
Qualea paraensis	woody	['Qualea paraensis']
Qualea parviflora	woody	['Qualea parviflora']
Qualea polychroma	woody	['Qualea polychroma']
Qualea rosea	woody	['Qualea rosea']
Qualea tessmannii	not assigned	['Qualea tessmannii']
Qualea tricolor	not assigned	['Qualea tricolor']
Quararibea amazonica	woody	['Quararibea amazonica']
Quararibea asterolepis	woody	['Quararibea asterolepis']
Quararibea bilobata	woody	['Quararibea bilobata']
Quararibea funebris	woody	['Quararibea funebris']
Quararibea guatemalteca	woody	['Quararibea guatemalteca']
Quararibea guianensis	woody	['Quararibea guianensis']
Quararibea pterocalyx	woody	['Quararibea pterocalyx']
Quararibea pumila	woody	['Quararibea pumila']
Quararibea turbinata	woody	['Quararibea turbinata']
Quararibea wittii	woody	['Quararibea wittii']
Quararibea yunckeri	woody	['Quararibea parvifolia', 'Quararibea yunckeri']
Quaruba rosa	not assigned	['Quaruba rosa']
Quassia amara	woody	['Quassia amara']
Quassia species	not assigned	['Quassia nardi']
Quechualia fulta	not assigned	['Vernonia fulta']
Quercus acuta	woody	['Quercus acuta']
Quercus acutissima	woody	['Quercus acutissima']
Quercus afares	woody	['Quercus afares']
Quercus affinis	not assigned	['Quercus affinis']
Quercus agrifolia	woody	['Quercus agrifolia']
Quercus alba	woody	['Quercus alba']
Quercus aliena	woody	['Quercus aliena']
Quercus alnifolia	not assigned	['Quercus alnifolia']
Quercus aquifolioides	not assigned	['Quercus aquifolioides']
Quercus argentata	woody	['Quercus argentata']
Quercus arizonica	not assigned	['Quercus arizonica']
Quercus asymmetrica	woody	['Quercus patelliformis']
Quercus austrina	woody	['Quercus austrina']
Quercus bambusifolia	not assigned	['Quercus bambusaefolia', 'Quercus bambusifolia']
Quercus beadlei	not assigned	['Quercus beadlei']
Quercus bebbiana	not assigned	['Quercus bebbiana']
Quercus benthamii	not assigned	['Quercus rapurahuensis']
Quercus berberidifolia	not assigned	['Quercus berberidifolia']
Quercus bicolor	woody	['Quercus bicolor']
Quercus blakei	not assigned	['Quercus blakei']
Quercus buckleyi	not assigned	['Quercus buckleyi']
Quercus canariensis	woody	['Quercus canariensis']
Quercus castanea	not assigned	['Quercus castanea']
Quercus castaneifolia	not assigned	['Quercus castaneifolia']
Quercus cerrioides	woody	['Quercus cerrioides']
Quercus cerris	woody	['Quercus cerris']
Quercus championii	woody	['Cyclobalanopsis championii', 'Quercus championi', 'Quercus championii']
Quercus chapmanii	woody	['Quercus chapmanii', 'Quercus chapmanni']
Quercus chenii	not assigned	['Quercus chenii']
Quercus chevalieri	not assigned	['Quercus chevalieri']
Quercus chrysolepis	woody	['Quercus chrysolepis']
Quercus chungii	not assigned	['Quercus chungii']
Quercus ciliaris	woody	['Cyclobalanopsis gracilis']
Quercus coccifera	woody	['Quercus calliprinos', 'Quercus coccifera']
Quercus cocciferoides	not assigned	['Quercus cocciferoides']
Quercus coccinea	woody	['Quercus coccinea']
Quercus conferta	not assigned	['Quercus frainetto']
Quercus congesta	not assigned	['Quercus congesta']
Quercus copeyensis	woody	['Quercus copeyensis']
Quercus costaricensis	woody	['Quercus costaricensis']
Quercus crassipes	not assigned	['Quercus crassipes']
Quercus crispula	woody	['Quercus crispula']
Quercus dalechampii	not assigned	['Quercus dalechampii']
Quercus delavayi	not assigned	['Quercus delavayi']
Quercus dentata	woody	['Quercus dentata']
Quercus dilatata	not assigned	['Quercus dilatata']
Quercus douglasii	woody	['Quercus douglasii']
Quercus dumosa	woody	['Quercus dumosa']
Quercus durata	woody	['Quercus durata']
Quercus edithae	not assigned	['Quercus edithae']
Quercus ellipsoidalis	woody	['Quercus ellipsoidalis']
Quercus ellipsoidea	not assigned	['Quercus ellipsoidea']
Quercus emoryi	woody	['Quercus emoryi']
Quercus engelmannii	not assigned	['Quercus engelmannii']
Quercus engleriana	woody	['Quercus engleriana']
Quercus fabrei	woody	['Quercus fabri']
Quercus faginea	woody	['Quercus faginea']
Quercus falcata	woody	['Quercus falcata']
Quercus fenestrata	not assigned	['Quercus fenestrata']
Quercus floribunda	not assigned	['Quercus florbunda']
Quercus gambelii	woody	['Quercus gambelii', 'Quercus gambellii']
Quercus garryana	woody	['Quercus garryana']
Quercus gemelliflora	not assigned	['Quercus gemelliflora']
Quercus geminata	woody	['Quercus geminata']
Quercus georgiana	not assigned	['Quercus georgiana']
Quercus germana	not assigned	['Quercus germana']
Quercus gilva	woody	['Cyclobalanopsis gilva', 'Quercus gilva']
Quercus glauca	woody	['Cyclobalanopsis glauca', 'Quercus amamiana', 'Quercus glauca']
Quercus glaucoides	not assigned	['Quercus glaucoides']
Quercus griffithii	woody	['Quercus griffithii']
Quercus grisea	not assigned	['Quercus grisea']
Quercus hartwissiana	not assigned	['Quercus hartwissiana']
Quercus helferiana	not assigned	['Quercus helferiana']
Quercus hemisphaerica	woody	['Quercus hemisphaerica', 'Quercus hemispherica']
Quercus hui	not assigned	['Quercus hui']
Quercus humboldtii	not assigned	['Quercus humboldtii']
Quercus hypoleucoides	not assigned	['Quercus hypoleucoides']
Quercus ilex	woody	['Quercus ilex']
Quercus ilicifolia	woody	['Quercus ilicifolia']
Quercus imbricaria	woody	['Quercus imbricaria']
Quercus incana	woody	['Quercus incana']
Quercus infectoria	not assigned	['Quercus boissieri', 'Quercus infectoria']
Quercus inopina	not assigned	['Quercus inopina']
Quercus ithaburensis	woody	['Quercus ithaburensis', 'Quercus macrolepis']
Quercus kelloggii	woody	['Quercus kelloggii']
Quercus laevis	woody	['Quercus laevis']
Quercus lamellosa	not assigned	['Quercus lamellosa']
Quercus lanata	not assigned	['Quercus lanata']
Quercus langbianensis	not assigned	['Quercus langbianensis']
Quercus laurifolia	woody	['Quercus laurifolia']
Quercus laurina	not assigned	['Quercus laurina']
Quercus leucotrichophora	not assigned	['Quercus leucotrichophora']
Quercus libani	not assigned	['Quercus libani']
Quercus lineata	not assigned	['Quercus lineata']
Quercus lobata	woody	['Quercus lobata']
Quercus longinux	woody	['Cyclobalanopsis longinux']
Quercus lusitanica	woody	['Quercus fruticosa', 'Quercus lusitanica']
Quercus lyrata	woody	['Quercus lyrata']
Quercus macranthera	woody	['Quercus macranthera']
Quercus macrocalyx	not assigned	['Quercus fleuryi']
Quercus macrocarpa	woody	['Quercus macrocarpa']
Quercus margaretta	woody	['Quercus margaretta']
Quercus marilandica	woody	['Quercus marilandica']
Quercus martinezii	not assigned	['Quercus martinezii']
Quercus mas	not assigned	['Quercus mas']
Quercus michauxii	woody	['Quercus michauxii']
Quercus minima	woody	['Quercus minima']
Quercus miquihuanensis	not assigned	['Quercus miquihuanensis']
Quercus miyagii	not assigned	['Quercus miyagii']
Quercus mongolica	woody	['Quercus liaotungensis', 'Quercus mongolica']
Quercus montana	not assigned	['Quercus montana']
Quercus morii	not assigned	['Quercus morii']
Quercus muehlenbergii	woody	['Quercus muehlenbergii']
Quercus multinervis	woody	['Quercus multinervis']
Quercus myrsinaefolia	woody	['Quercus myrsinaefolia']
Quercus myrsinifolia	woody	['Cyclobalanopsis myrsinaefolia', 'Quercus myrsinifolia']
Quercus myrtifolia	woody	['Quercus myrtifolia']
Quercus nigra	woody	['Quercus nigra']
Quercus oblongifolia	woody	['Quercus oblongifolia']
Quercus oglethorpensis	not assigned	['Quercus oglethorpensis']
Quercus oidocarpa	not assigned	['Quercus oidocarpa']
Quercus oleoides	woody	['Quercus oleoides']
Quercus oxyodon	woody	['Cyclobalanopsis oxylon', 'Cyclobalanopsis oxyodon', 'Quercus oxyodon']
Quercus pachyloma	not assigned	['Quercus pachyloma']
Quercus pagoda	woody	['Quercus pagoda']
Quercus palustris	woody	['Quercus palustris']
Quercus paxtalensis	not assigned	['Quercus paxtalensis']
Quercus pedunculata	not assigned	['Quercus pedunculata']
Quercus petraea	woody	['Quercus petraea', 'Quercus polycarpa', 'Quercus sessiliflora']
Quercus phellos	woody	['Quercus phellos']
Quercus phillyraeoides	not assigned	['Quercus phillyraeoides']
Quercus prinoides	not assigned	['Quercus prinoides']
Quercus pubescens	woody	['Quercus lacinifolia', 'Quercus pubescens', 'Quercus virgiliana']
Quercus pumila	woody	['Quercus pumila']
Quercus pungens	not assigned	['Quercus pungens']
Quercus pyrenaica	woody	['Quercus pyrenaica']
Quercus reflexa	not assigned	['Quercus reflexa']
Quercus robur	woody	['Quercus haas', 'Quercus pedunculiflora', 'Quercus robur']
Quercus rosacea	not assigned	['Quercus rosacea']
Quercus rotundifolia	woody	['Quercus rotundifolia']
Quercus rubra	woody	['Quercus rubra']
Quercus rugosa	not assigned	['Quercus rugosa']
Quercus runcinata	not assigned	['Quercus runcinata']
Quercus rysophylla	not assigned	['Quercus rhysophylla', 'Quercus rysophylla']
Quercus salicifolia	not assigned	['Quercus salicifolia']
Quercus salicina	woody	['Quercus salicina']
Quercus sartorii	not assigned	['Quercus sartorii']
Quercus schottkyana	woody	['Cyclobalanopsis glaucoides']
Quercus sebifera	not assigned	['Quercus sebifera']
Quercus seemannii	woody	['Quercus eugeniifolia', 'Quercus seemannii']
Quercus semecarpifolia	not assigned	['Quercus semecarpifolia']
Quercus semiserrata	not assigned	['Quercus semiserrata']
Quercus serrata	woody	['Quercus glandulifera', 'Quercus serrata']
Quercus sessilifolia	not assigned	['Cyclobalanopsis nubium', 'Quercus nubium', 'Quercus sessilifolia']
Quercus shumardii	woody	['Quercus shumardii']
Quercus sicula	not assigned	['Quercus sicula']
Quercus sinuata	not assigned	['Quercus breviloba', 'Quercus durandii', 'Quercus sinuata']
Quercus species	not assigned	['Quercus borealis', 'Quercus humilis', 'Quercus ilexballota', 'Quercus lanuginosa', 'Quercus prinus']
Quercus stellata	woody	['Quercus stellata']
Quercus streimii	not assigned	['Quercus calvescens']
Quercus suber	woody	['Quercus suber']
Quercus subsericea	not assigned	['Quercus subsericea']
Quercus sumatrana	not assigned	['Quercus sumatrana']
Quercus tarokoensis	woody	['Quercus tarokoensis']
Quercus texana	woody	['Quercus nuttallii', 'Quercus texana']
Quercus tiaoloshanica	woody	['Cyclobalanopsis tiaoloshanica']
Quercus trojana	not assigned	['Quercus trojana']
Quercus turbinella	woody	['Quercus turbinella']
Quercus undulata	not assigned	['Quercus pauciloba']
Quercus uxoris	not assigned	['Quercus uxoris']
