Species	PFT	Original names
Cryptolepis calophylla	not assigned ()	['Omphalogonus calophyllus']
Cryptolepis cryptolepioides	not assigned ()	[]
Cryptolepis decidua	not assigned ()	['Curroria decidua']
Cryptolepis eburnea	not assigned ()	[]
Cryptolepis nigrescens	not assigned ()	['Parquetina nigrescens', 'Periploca nigrescens']
Cryptolepis sanguinolenta	not assigned ()	[]
Cryptomeria japonica	not assigned (tree)	['Cryptomeria fortunei']
Cryptosepalum exfoliatum	not assigned (shrub/tree)	[]
Cryptosepalum staudtii	not assigned (legume?)	[]
Cryptostegia grandiflora	not assigned ()	[]
Cryptostegia madagascariensis	not assigned ()	[]
Cryptostylis erecta	forb	[]
Cryptostylis hunteriana	forb	[]
Cryptostylis leptochila	forb	[]
Cryptostylis subulata	forb	[]
Cryptotaenia canadensis	forb	[]
Cryptotaenia japonica	forb	[]
Cryptothladia chinensis	not assigned ()	['Morina chinensis']
Crystallopollen angustifolium	forb	['Vernonia erinacea', 'Vernonia poskeana', 'Vernonia steetziana']
Crystallopollen bainesii	forb	['Vernonia bainesii']
Crystallopollen chloropappum	forb	['Vernonia chloropappa']
Crystallopollen jelfiae	forb	['Vernonia jelfiae']
Crystallopollen mbalense	forb	['Vernonia mbalensis']
Crystallopollen rhodesianum	forb	['Vernonia rhodesiana']
Crystallopollen serratuloides	forb	['Vernonia perrottetii']
Crystallopollen sylvicola	forb	['Vernonia sylvicola']
Ctenardisia amplifolia	not assigned (tree)	['Ardisia amplifolia']
Ctenardisia stenobotrys	not assigned ()	[]
Ctenitis cirrhosa	not assigned (fern)	[]
Ctenitis subglandulosa	not assigned (fern)	['Ctenitis rhodolepis']
Ctenium aromaticum	grass	[]
Ctenium bahiense	grass	[]
Ctenium brachystachyum	grass	[]
Ctenium brevispicatum	grass	[]
Ctenium canescens	grass	[]
Ctenium chapadense	grass	[]
Ctenium cirrhosum	grass	['Ctenium cirrosum']
Ctenium concinnum	grass	['Ctenium somalense']
Ctenium concissum	grass	[]
Ctenium elegans	grass	[]
Ctenium floridanum	grass	[]
Ctenium ledermannii	grass	[]
Ctenium longiglume	grass	[]
Ctenium newtonii	grass	[]
Ctenium planifolium	grass	[]
Ctenium plumosum	grass	[]
Ctenium polystachyum	grass	[]
Ctenium sesquiflorum	grass	[]
Ctenium villosum	grass	[]
Ctenodon elegans	legume	['Aeschynomene elegans']
Ctenodon molliculus	not assigned (legume?)	['Aeschynomene mollicula']
Ctenodon mucronulatus	not assigned (tree)	['Aeschynomene amorphoides']
Ctenodon paniculatus	legume	['Aeschynomene paniculata']
Ctenolophon englerianus	not assigned (tree)	[]
Ctenolophon parvifolius	not assigned (tree)	[]
Cuatresia cuneata	not assigned	['Lycianthes cuneata']
Cubelium concolor	forb	['Hybanthus concolor']
Cubilia cubili	not assigned ()	[]
Cucumis	not assigned ()	['Cucumis biennis']
Cucumis aculeatus	not assigned ()	[]
Cucumis aetheocarpus	forb	['Cucumella aetheocarpa']
Cucumis africanus	forb	[]
Cucumis anguria	forb	[]
Cucumis bryoniifolius	forb	['Cucumella bryoniifolia']
Cucumis cinereus	not assigned ()	['Cucumella cinerea']
Cucumis dipsaceus	forb	[]
Cucumis engleri	forb	['Cucumella engleri']
Cucumis ficifolius	not assigned ()	['Cucumis figarei']
Cucumis hirsutus	forb	[]
Cucumis humifructus	forb	[]
Cucumis kalahariensis	forb	[]
Cucumis maderaspatanus	forb	['Coccinia cordifolia', 'Melothria maderaspatana', 'Mukia maderaspatana']
Cucumis meeusei	not assigned ()	[]
Cucumis melo	forb	['Cucumis callosus']
Cucumis messorius	not assigned ()	['Myrmecosicyos messorius']
Cucumis metuliferus	forb	[]
Cucumis myriocarpus	forb	[]
Cucumis oreosyce	forb	['Oreosyce africana']
Cucumis prophetarum	not assigned ()	['Cucumis halabarda']
Cucumis pustulatus	not assigned ()	[]
Cucumis quintanilhae	forb	[]
Cucumis rigidus	not assigned ()	[]
Cucumis sagittatus	not assigned ()	[]
Cucumis sativus	forb	[]
Cucumis zeyheri	forb	[]
Cucurbita argyrosperma	forb	['Cucurbita mixta', 'Cucurbita palmeri']
Cucurbita digitata	forb	[]
Cucurbita ficifolia	forb	[]
Cucurbita foetidissima	forb	[]
Cucurbita lundelliana	forb	[]
Cucurbita maxima	forb	[]
Cucurbita moschata	forb	[]
Cucurbita okeechobeensis	forb	[]
Cucurbita palmata	forb	[]
Cucurbita pedatifolia	not assigned ()	[]
Cucurbita pepo	forb	[]
Cucurbitaceae	forb	['Luffa amara', 'Luffa cylindrica', 'Melothria heterophylla']
Cuervea kappleriana	not assigned ()	[]
Cuervea macrophylla	not assigned ()	['Hippocratea macrophylla']
Cuiarana de caroço	not assigned (tree)	[]
Culcasia angolensis	not assigned ()	[]
Culcasia falcifolia	not assigned ()	[]
Culcasia scandens	not assigned ()	[]
Culcitium canescens	not assigned ()	[]
Culcitium humile	not assigned ()	['Senecio candollii']
Culcitium nivale	forb	['Senecio nivalis']
Culcitium oligocephalum	not assigned ()	['Senecio zoellneri']
Cullen australasicum	not assigned	['Psoralea australasica']
Cullen balsamicum	not assigned (legume?)	[]
Cullen cinereum	not assigned	['Psoralea cinerea']
Cullen corylifolium	not assigned (legume?)	['Psoralea corylifolia']
Cullen leucanthum	not assigned (legume?)	[]
Cullen leucochaites	not assigned (legume?)	[]
Cullen microcephalum	not assigned (legume?)	[]
Cullen parvum	not assigned (legume?)	[]
Cullen patens	legume	['Psoralea patens']
Cullen plicatum	not assigned (legume?)	['Cullen plicata', 'Psoralea plicata']
Cullen pogonocarpum	not assigned (legume?)	[]
Cullen tenax	not assigned (legume?)	[]
Cullen tomentosum	legume	['Cullen obtusifolia']
Cullenia ceylanica	not assigned (tree)	['Durio ceylanicus']
Cullenia zeylanica	not assigned (tree)	['Durio zeylanicus']
Cuminum cyminum	forb	[]
Cumulopuntia glomerata	not assigned ()	['Cumulopuntia hystrix', 'Cumulopuntia ignescens']
Cumulopuntia sphaerica	not assigned ()	[]
Cunila polyantha	not assigned ()	[]
Cunila pycnantha	not assigned ()	[]
Cunninghamia lanceolata	not assigned (tree)	[]
Cunonia austrocaledonica	not assigned ()	[]
Cunonia capensis	not assigned (tree)	[]
Cunoniaceae	not assigned (shrub/tree)	['Weinmannia minutiflora']
Cupania	not assigned ()	['Cupania verde']
Cupania americana	not assigned (tree)	[]
Cupania cinerea	not assigned (tree)	[]
Cupania dentata	not assigned (tree)	[]
Cupania diphylla	not assigned (shrub)	[]
Cupania emarginata	not assigned ()	[]
Cupania glabra	not assigned (tree)	[]
Cupania guatemalensis	not assigned ()	[]
Cupania hirsuta	not assigned (tree)	[]
Cupania latifolia	not assigned (tree)	[]
Cupania livida	not assigned (tree)	[]
Cupania oblongifolia	not assigned (tree)	[]
Cupania rufescens	not assigned (tree)	[]
Cupania scrobiculata	not assigned (shrub/tree)	[]
Cupania seemannii	not assigned (tree)	[]
Cupania vernalis	not assigned (tree)	[]
Cupaniopsis anacardioides	not assigned (tree)	[]
Cupaniopsis apiocarpa	not assigned ()	[]
Cupaniopsis flagelliformis	not assigned (tree)	[]
Cupaniopsis newmanii	not assigned (tree)	[]
Cupaniopsis parvifolia	not assigned ()	[]
Cuphea carthagenensis	forb	['Cuphea balsamona']
Cuphea glutinosa	forb	[]
Cuphea hookeriana	not assigned (shrub)	[]
Cuphea ignea	not assigned (herb/shrub)	[]
Cuphea laminuligera	not assigned ()	[]
Cuphea llavea	not assigned (shrub)	[]
Cuphea michoacana	not assigned ()	[]
Cuphea odonellii	forb	[]
Cuphea painteri	not assigned (herb/shrub)	[]
Cuphea platycentra	forb	[]
Cuphea watsoniana	not assigned ()	[]
Cuphea wrightii	not assigned ()	[]
Cuphonotus andraeanus	not assigned ()	[]
Cuphonotus humistratus	forb	['Capsella humistrata']
Cupressus	not assigned (shrub/tree)	['Cupressus intratropica']
Cupressus arizonica	not assigned (tree)	[]
Cupressus bakeri	not assigned (tree)	[]
Cupressus cashmeriana	not assigned (tree)	[]
Cupressus duclouxiana	not assigned (tree)	[]
Cupressus dupreziana	not assigned (tree)	[]
Cupressus funebris	not assigned (tree)	[]
Cupressus goveniana	not assigned (tree)	[]
Cupressus guadalupensis	not assigned (tree)	['Cupressus forbesii']
Cupressus lusitanica	not assigned (tree)	[]
Cupressus macnabiana	not assigned (tree)	[]
Cupressus macrocarpa	not assigned (tree)	[]
Cupressus sargentii	not assigned (tree)	[]
Cupressus sempervirens	not assigned (tree)	[]
Cupressus torulosa	not assigned (tree)	[]
Curarea candicans	not assigned ()	[]
Curarea tecunarum	not assigned ()	[]
Curarea toxicofera	not assigned ()	[]
Curatella americana	not assigned (tree)	[]
Curculigo capitulata	forb	['Molineria capitulata']
Curculigo latifolia	forb	['Molineria latifolia']
Curculigo orchioides	forb	[]
Curculigo pilosa	forb	['Curculigo multiflora']
Curculigo villosa	forb	[]
Curcuma longa	forb	[]
Curio avasimontanus	not assigned ()	['Senecio longiflorus']
Curio corymbifer	forb	['Senecio corymbiferus', 'Senecio sarcoides']
Curtisia dentata	not assigned (tree)	['Curtisia faginea']
Curupira tefeensis	not assigned ()	[]
Cuscuta	not assigned ()	['Cuscuta patagona']
Cuscuta approximata	not assigned ()	[]
Cuscuta australis	forb	['Cuscuta scandens']
Cuscuta campestris	forb	['Cuscuta arvensis']
Cuscuta cassytoides	forb	[]
Cuscuta cephalanthi	not assigned ()	[]
Cuscuta chinensis	forb	[]
Cuscuta coryli	forb	[]
Cuscuta corymbosa	not assigned ()	[]
Cuscuta denticulata	forb	[]
Cuscuta epilinum	forb	[]
Cuscuta epithymum	forb	['Cuscuta trifolii']
Cuscuta europaea	forb	[]
Cuscuta glomerata	not assigned ()	[]
Cuscuta gronovii	forb	[]
Cuscuta hyalina	forb	[]
Cuscuta kilimanjari	forb	[]
Cuscuta lupuliformis	forb	[]
Cuscuta monogyna	not assigned ()	[]
Cuscuta pentagona	not assigned ()	[]
Cuscuta planiflora	forb	[]
Cuscuta reflexa	not assigned ()	[]
Cuscuta salina	forb	[]
Cuscuta suaveolens	forb	[]
Cuscuta tasmanica	not assigned ()	[]
Cuscuta victoriana	not assigned ()	[]
Cuspidaria convoluta	not assigned ()	['Cuspidaria pterocarpa']
Cuspidaria floribunda	not assigned ()	[]
Cuspidaria lateriflora	not assigned ()	[]
Cuspidaria pulchella	not assigned ()	['Arrabidaea pulchella']
Cuspidaria pulchra	not assigned ()	['Arrabidaea pulchra']
Cussonia arborea	not assigned (tree)	[]
Cussonia arenicola	not assigned (shrub)	[]
Cussonia corbisieri	not assigned (shrub)	[]
Cussonia natalensis	not assigned (tree)	[]
Cussonia paniculata	not assigned (tree)	[]
Cussonia spicata	not assigned (tree)	[]
Cussonia zimmermannii	not assigned (tree)	[]
Cussonia zuluensis	not assigned (tree)	[]
Cutandia dichotoma	grass	[]
Cutandia divaricata	grass	[]
Cutandia maritima	grass	[]
Cutandia memphitica	grass	[]
Cutandia rigescens	grass	[]
Cutandia stenostachya	grass	[]
Cuttsia viburnea	not assigned (tree)	[]
Cuviera longiflora	not assigned ()	[]
Cuviera macroura	not assigned ()	[]
Cuviera nigrescens	not assigned ()	[]
Cuviera schliebenii	not assigned (shrub/tree)	[]
Cuviera semseii	not assigned (shrub/tree)	[]
Cuviera tomentosa	not assigned (shrub/tree)	[]
Cyamopsis senegalensis	not assigned (legume?)	[]
Cyamopsis serrata	not assigned (legume?)	[]
Cyamopsis tetragonoloba	not assigned (legume?)	['Cyamopsis tetragonolobus']
Cyanastrum cordifolium	forb	[]
Cyanastrum johnstonii	forb	[]
Cyanea angustifolia	not assigned ()	[]
Cyanea asarifolia	not assigned ()	[]
Cyanea crispa	not assigned ()	[]
Cyanea floribunda	not assigned (tree)	[]
Cyanea grimesiana	not assigned ()	[]
Cyanea hirtella	not assigned (shrub)	[]
Cyanea kunthiana	not assigned ()	[]
Cyanea leptostegia	not assigned (tree)	[]
Cyanea membranacea	not assigned ()	[]
Cyanea pilosa	not assigned (shrub/tree)	[]
Cyanea pinnatifida	not assigned ()	[]
Cyanea spathulata	not assigned ()	[]
Cyanea superba	not assigned ()	[]
Cyanella hyacinthoides	forb	[]
Cyanella ramosissima	forb	[]
Cyanostegia angustifolia	not assigned (shrub)	[]
Cyanothamnus bipinnatus	not assigned ()	['Boronia bipinnata']
Cyanothamnus coerulescens	not assigned ()	['Boronia coerulescens']
Cyanothamnus nanus	not assigned ()	['Boronia nana']
Cyanothamnus occidentalis	not assigned ()	['Boronia occidentalis']
Cyanothamnus polygalifolius	not assigned ()	['Boronia polygalifolia']
Cyanotis axillaris	forb	[]
Cyanotis longifolia	forb	[]
Cyanotis speciosa	forb	[]
Cyanotis vaga	forb	['Cyanotis barbata']
Cyanthillium cinereum	forb	['Vernonia cinerea']
Cyanthillium polytrichomata	not assigned (herb/shrub)	['Gutenbergia polytrichomata']
Cyanthillium stelluliferum	forb	['Vernonia stellulifera']
Cyanthillium vernonioides	forb	['Vernonia meiostephana']
Cyanthillium wollastonii	not assigned (shrub)	['Vernonia wollastonii']
Cyathea arborea	not assigned (fern)	[]
Cyathea bicrenata	not assigned (fern)	['Trichipteris trichiata']
Cyathea caracasana	not assigned (fern)	[]
Cyathea cunninghamii	not assigned (fern)	[]
Cyathea furfuracea	not assigned (fern)	[]
Cyathea microdonta	not assigned (fern)	['Trichipteris microdonta']
Cyathea moluccana	not assigned (fern)	[]
Cyathea multiflora	not assigned (fern)	[]
Cyathea petiolata	not assigned (fern)	[]
Cyathea suprastrigosa	not assigned (fern)	[]
Cyathobasis fruticulosa	not assigned ()	[]
Cyathocalyx globosus	not assigned (tree)	[]
Cyathocalyx maingayi	not assigned (tree)	[]
Cyathocalyx sumatranus	not assigned (tree)	['Cyathocalyx sumatrana', 'Xylopia tembelingensis']
Cyathochaeta avenacea	grass	[]
Cyathochaeta diandra	grass	[]
Cyathochaeta stipoides	grass	[]
Cyathodes glauca	not assigned (shrub)	[]
Cyathodes straminea	not assigned (shrub)	[]
Cyathopus sikkimensis	grass	[]
Cyathostegia matthewsii	not assigned (legume?)	[]
Cyathostemon ambiguus	not assigned ()	['Astartea ambigua']
Cyathula achyranthoides	forb	[]
Cyathula capitata	not assigned ()	[]
Cyathula cylindrica	not assigned (herb/shrub)	[]
Cyathula divulsa	forb	[]
Cyathula erinacea	forb	[]
Cyathula lanceolata	not assigned (herb/shrub)	[]
Cyathula natalensis	forb	[]
Cyathula orthacantha	forb	[]
Cyathula polycephala	forb	[]
Cyathula prostrata	forb	['Cyathula repens']
Cyathula tomentosa	not assigned ()	[]
Cyathula uncinulata	not assigned (herb/shrub)	[]
Cybianthus	not assigned ()	['Cybianthus perseon']
Cybianthus comperuvianus	not assigned ()	[]
Cybianthus fulvopulverulentus	not assigned (shrub/tree)	['Cybianthus magnoliifolia']
Cybianthus lineatus	not assigned ()	['Grammadenia lineata']
Cybianthus marginatus	not assigned (tree)	[]
Cybianthus multiflorus	not assigned ()	[]
Cybianthus parasiticus	not assigned ()	['Grammadenia parasitica']
Cybianthus peruvianus	not assigned	['Conomorpha peruviana']
Cybianthus prieurii	not assigned ()	['Cybianthus nitidus']
Cybianthus psychotriifolius	not assigned ()	[]
Cybianthus schlimii	not assigned (tree)	[]
Cybianthus venezuelanus	not assigned (shrub)	[]
Cybistax antisyphilitica	not assigned (tree)	[]
Cycas	not assigned (tree)	['Cycas spiralis']
Cycas angulata	not assigned (shrub)	[]
Cycas armstrongii	not assigned (tree)	[]
Cycas circinalis	not assigned (tree)	[]
Cycas media	not assigned (shrub)	[]
Cycas pectinata	not assigned (tree)	[]
Cycas revoluta	not assigned (tree)	[]
Cycas rumphii	not assigned (shrub)	[]
Cycas thouarsii	not assigned (tree)	[]
Cycas thuarsii	not assigned (tree)	[]
Cyclachaena xanthiifolia	forb	['Iva xanthifolia', 'Iva xanthiifolia']
Cyclamen	forb	['Cyclamen vernum']
Cyclamen balearicum	forb	[]
Cyclamen colchicum	forb	[]
Cyclamen coum	forb	['Cyclamen adzharicum']
Cyclamen europaeum	forb	[]
Cyclamen graecum	forb	[]
Cyclamen persicum	forb	[]
Cyclamen purpurascens	forb	[]
Cyclamen repandum	not assigned ()	[]
Cyclanthera brachybotrys	not assigned ()	[]
Cyclanthera brachystachya	not assigned ()	[]
Cyclanthera dissecta	not assigned ()	[]
Cyclantheropsis parviflora	forb	[]
Cyclocarpa stellaris	legume	[]
Cyclocotyla congolensis	not assigned ()	[]
Cyclogramma	not assigned (fern)	['Cyclogramma acuminatus']
Cyclolepis genistoides	not assigned (shrub)	[]
Cyclolobium brasiliense	not assigned (legume?)	['Cyclolobium vecchii']
Cyclopeltis semicordata	not assigned (fern)	[]
Cyclophyllum barbatum	not assigned ()	[]
Cyclophyllum coprosmoides	not assigned (shrub)	['Canthium coprosmoides']
Cyclophyllum longipetalum	not assigned (tree)	[]
Cyclopia falcata	not assigned (legume?)	[]
Cyclopia galioides	not assigned (legume?)	[]
Cyclopia pubescens	not assigned (legume?)	[]
Cycloptychis virgata	not assigned ()	[]
Cyclosorus acuminatus	not assigned (fern)	[]
Cyclosorus striatus	not assigned (fern)	['Thelypteris striata']
Cyclospermum leptophyllum	forb	['Apium leptophyllum', 'Ciclospermum leptophyllum']
Cyclotrichium origanifolium	not assigned ()	[]
Cycnium adonense	forb	[]
Cycnium filicalyx	forb	[]
Cycnium recurvum	forb	[]
Cycnium tubulosum	forb	[]
Cycnium veronicifolium	not assigned ()	[]
Cycnoches chlorochilon	forb	[]
Cycnoches haagii	forb	[]
Cycnogeton alcockiae	not assigned ()	['Triglochin alcockiae']
Cycnogeton procerum	not assigned ()	['Triglochin procerum']
Cydonia oblonga	not assigned (shrub/tree)	[]
Cylicodiscus gabunensis	not assigned (tree)	[]
Cylicomorpha parviflora	not assigned (tree)	[]
Cylindrophyllum hallii	forb	[]
Cylindropuntia	not assigned ()	['Opuntia exuviata']
Cylindropuntia acanthocarpa	not assigned ()	['Opuntia acanthocarpa']
Cylindropuntia bigelowii	not assigned ()	['Opuntia bigelovii']
Cylindropuntia echinocarpa	not assigned ()	['Opuntia echinocarpa']
Cylindropuntia fulgida	not assigned ()	['Opuntia fulgida']
Cylindropuntia imbricata	not assigned ()	['Opuntia spinosior']
Cylindropuntia leptocaulis	not assigned ()	['Opuntia leptocaulis']
Cylindropuntia prolifera	not assigned ()	['Opuntia prolifera']
Cylindropuntia whipplei	not assigned ()	['Opuntia whipplei']
Cymbalaria muralis	forb	['Linaria cymbalaria']
Cymbalaria pallida	forb	[]
Cymbaria dahurica	forb	[]
Cymbaria mongolica	forb	[]
Cymbidium canaliculatum	forb	[]
Cymbidium finlaysonianum	forb	[]
Cymbidium lowianum	forb	[]
Cymbidium madidum	forb	[]
Cymbidium suave	forb	[]
Cymbonotus lawsonianus	not assigned ()	[]
Cymbonotus preissianus	not assigned ()	[]
Cymbopetalum baillonii	not assigned (tree)	[]
Cymbopetalum brasiliense	not assigned (tree)	[]
Cymbopetalum coriaceum	not assigned ()	[]
Cymbopetalum costaricense	not assigned (tree)	[]
Cymbopetalum lanugipetalum	not assigned (shrub)	[]
Cymbopetalum penduliflorum	not assigned ()	[]
Cymbopetalum torulosum	not assigned (tree)	[]
Cymbopogon ambiguus	grass	[]
Cymbopogon annamensis	grass	[]
Cymbopogon bhutanicus	grass	[]
Cymbopogon bombycinus	grass	[]
Cymbopogon caesius	grass	['Cymbopogon excavatus']
Cymbopogon calcicola	grass	[]
Cymbopogon calciphilus	grass	[]
Cymbopogon cambogiensis	grass	[]
Cymbopogon citratus	grass	[]
Cymbopogon clandestinus	grass	[]
Cymbopogon coloratus	grass	[]
Cymbopogon commutatus	grass	['Cymbopogon parkeri']
Cymbopogon densiflorus	grass	[]
Cymbopogon dependens	grass	[]
Cymbopogon dieterlenii	grass	[]
Cymbopogon distans	grass	[]
Cymbopogon exaltatus	grass	[]
Cymbopogon exsertus	grass	[]
Cymbopogon flexuosus	grass	[]
Cymbopogon gidarba	grass	[]
Cymbopogon giganteus	grass	[]
Cymbopogon globosus	grass	[]
Cymbopogon goeringii	grass	[]
Cymbopogon gratus	grass	[]
Cymbopogon jwarancusa	grass	[]
Cymbopogon khasianus	grass	[]
Cymbopogon liangshanensis	grass	[]
Cymbopogon mandalaiaensis	grass	[]
Cymbopogon marginatus	grass	[]
Cymbopogon martini	grass	['Cymbopogon martinii']
Cymbopogon mekongensis	grass	[]
Cymbopogon microstachys	grass	[]
Cymbopogon microthecus	grass	[]
Cymbopogon minor	grass	[]
Cymbopogon minutiflorus	grass	[]
Cymbopogon nardus	grass	['Cymbopogon validus']
Cymbopogon nervatus	grass	[]
Cymbopogon obtectus	grass	[]
Cymbopogon osmastonii	grass	[]
Cymbopogon pendulus	grass	[]
Cymbopogon polyneuros	grass	[]
