Species	PFT	Original names
Gynochthodes myrtifolia	not assigned	['Morinda forsteri', 'Morinda myrtifolia']
Gynochthodes ridleyi	not assigned	['Morinda ridleyi']
Gynostemma pentaphyllum	not assigned	['Gynostemma pentaphyllum']
Gynotroches axillaris	(tree)	['Gynotroches axillaris']
Gynura nepalensis	forb	['Gynura nepalensis']
Gynura scandens	not assigned	['Gynura ruwenzoriensis']
Gypothamnium pinifolium	not assigned	['Gypothamnium pinifolium']
Gypsophila acutifolia	forb	['Gypsophila acutifolia']
Gypsophila capillaris	not assigned	['Gypsophila capillaris']
Gypsophila capituliflora	forb	['Gypsophila capituliflora']
Gypsophila elegans	forb	['Gypsophila elegans']
Gypsophila fastigiata	forb	['Gypsophila fastigiata']
Gypsophila paniculata	forb	['Gypsophila paniculata']
Gypsophila papillosa	not assigned	['Gypsophila papillosa']
Gypsophila perfoliata	forb	['Gypsophila anatolica', 'Gypsophila perfoliata']
Gypsophila pilosa	forb	['Gypsophila pilosa', 'Gypsophila porrigens']
Gypsophila repens	forb	['Gypsophila repens']
Gypsophila ruscifolia	forb	['Gypsophila ruscifolia']
Gypsophila scorzonerifolia	forb	['Gypsophila scorzonerifolia']
Gypsophila stevenii	not assigned	['Gypsophila stevenii']
Gypsophila struthium	(shrub)	['Gypsophila hispanica']
Gypsophila vaccaria	forb	['Saponaria vaccaria', 'Vaccaria hispanica', 'Vaccaria pyramidata', 'Vaccaria vaccaria']
Gyptis lanigera	forb	['Eupatorium lanigerum']
Gyptis tanacetifolia	forb	['Eupatorium tanacetifolium']
Gyranthera caribensis	(tree)	['Gyranthera caribensis']
Gyrocarpus americanus	(tree)	['Gyrocarpus americanus', 'Gyrocarpus jacquinii']
Gyrocarpus mocinoi	not assigned	['Gyrocarpus mocinoi']
Gyrostemon australasicus	not assigned	['Gyrostemon australasicus']
Gyrostemon ditrigynus	not assigned	['Gyrostemon ditrigynus']
Gyrostemon racemiger	not assigned	['Gyrostemon racemiger']
Gyrostemon ramulosus	(shrub/tree)	['Gyrostemon ramulosus']
Gyrostemon tepperi	not assigned	['Gyrostemon tepperi']
Gyrostemon thesioides	not assigned	['Gyrostemon thesioides']
Gyrostipula comorensis	not assigned	['Gyrostipula comorensis']
Gyrostipula foveolata	not assigned	['Neonauclea foveolata']
Gyrotaenia microcarpa	(tree)	['Gyrotaenia microcarpa']
Gyrotaenia spicata	(tree)	['Gyrotaenia spicata']
Haageocereus fascicularis	not assigned	['Haageocereus fascicularis']
Habenaria aberrans	forb	['Habenaria aberrans']
Habenaria adolphi	forb	['Habenaria adolphi']
Habenaria amoena	forb	['Habenaria amoena']
Habenaria anaphysema	forb	['Habenaria anaphysema']
Habenaria arenaria	forb	['Habenaria arenaria']
Habenaria argentea	forb	['Habenaria argentea']
Habenaria arianae	forb	['Habenaria arianae']
Habenaria armatissima	forb	['Habenaria armatissima']
Habenaria attenuata	forb	['Habenaria tenuispica']
Habenaria bicolor	forb	['Habenaria bicolor']
Habenaria calvilabris	forb	['Habenaria calvilabris']
Habenaria cataphysema	forb	['Habenaria cataphysema']
Habenaria cirrhata	forb	['Habenaria cirrhata']
Habenaria clavata	forb	['Habenaria clavata']
Habenaria compta	forb	['Habenaria compta']
Habenaria cornuta	forb	['Habenaria cornuta']
Habenaria debeerstiana	forb	['Habenaria debeerstiana']
Habenaria decurvirostris	forb	['Habenaria decurvirostris']
Habenaria diselloides	forb	['Habenaria diselloides']
Habenaria disparilis	forb	['Habenaria disparilis']
Habenaria dregeana	forb	['Habenaria dregeana']
Habenaria edgarii	forb	['Habenaria edgarii']
Habenaria elliotii	forb	['Habenaria elliotii']
Habenaria epipactidea	forb	['Habenaria epipactidea']
Habenaria falcata	forb	['Habenaria falcata']
Habenaria falcicornis	forb	['Habenaria falcicornis']
Habenaria falciloba	forb	['Habenaria falciloba']
Habenaria filicornis	forb	['Habenaria filicornis']
Habenaria galactantha	forb	['Habenaria galactantha']
Habenaria galpinii	forb	['Habenaria galpinii']
Habenaria genuflexa	forb	['Habenaria genuflexa']
Habenaria goetzeana	forb	['Habenaria goetzeana']
Habenaria gonatosiphon	forb	['Habenaria gonatosiphon']
Habenaria harmsiana	forb	['Habenaria harmsiana']
Habenaria hebes	forb	['Habenaria hebes']
Habenaria hirsutissima	forb	['Habenaria hirsutissima']
Habenaria hirsutitrunci	forb	['Habenaria hirsutitrunci']
Habenaria hologlossa	forb	['Habenaria hologlossa']
Habenaria holothrix	forb	['Habenaria holothrix']
Habenaria holubii	forb	['Habenaria holubii']
Habenaria huillensis	forb	['Habenaria huillensis']
Habenaria humilior	forb	['Habenaria humilior']
Habenaria ichneumonea	forb	['Habenaria ichneumonea']
Habenaria insolita	forb	['Habenaria insolita']
Habenaria kabompoensis	forb	['Habenaria kabompoensis']
Habenaria kassneriana	forb	['Habenaria kassneriana']
Habenaria kilimanjari	forb	['Habenaria kilimanjari']
Habenaria kyimbilae	forb	['Habenaria kyimbilae']
Habenaria laurentii	forb	['Habenaria laurentii']
Habenaria leucoceras	forb	['Habenaria leucoceras']
Habenaria leucotricha	forb	['Habenaria leucotricha']
Habenaria lindblomii	forb	['Habenaria lindblomii']
Habenaria lithophila	forb	['Habenaria lithophila']
Habenaria livingstoniana	forb	['Habenaria livingstoniana']
Habenaria macrandra	forb	['Habenaria macrandra']
Habenaria macroplectron	forb	['Habenaria macroplectron']
Habenaria macrostele	forb	['Habenaria macrostele']
Habenaria macrotidion	forb	['Habenaria macrotidion']
Habenaria macrura	forb	['Habenaria macrura']
Habenaria magnirostris	forb	['Habenaria magnirostris']
Habenaria malacophylla	forb	['Habenaria malacophylla']
Habenaria mechowii	forb	['Habenaria mechowii']
Habenaria mira	forb	['Habenaria mira']
Habenaria mirabilis	forb	['Habenaria mirabilis']
Habenaria mosambicensis	forb	['Habenaria mosambicensis']
Habenaria myodes	forb	['Habenaria myodes']
Habenaria ndiana	forb	['Habenaria ndiana']
Habenaria nicholsonii	forb	['Habenaria nicholsonii']
Habenaria njamnjamica	forb	['Habenaria njamnjamica']
Habenaria novemfida	forb	['Habenaria novemfida']
Habenaria nyikana	forb	['Habenaria nyikana']
Habenaria nyikensis	forb	['Habenaria nyikensis']
Habenaria odorata	forb	['Habenaria odorata']
Habenaria orthocentron	forb	['Habenaria orthocentron']
Habenaria papyracea	forb	['Habenaria papyracea']
Habenaria pasmithii	forb	['Habenaria pasmithii']
Habenaria perpulchra	forb	['Habenaria perpulchra']
Habenaria petitiana	forb	['Habenaria petitiana']
Habenaria petraea	forb	['Habenaria petraea']
Habenaria pilosa	forb	['Habenaria pilosa']
Habenaria praestans	forb	['Habenaria praestans']
Habenaria procera	forb	['Habenaria gabonensis']
Habenaria pubidens	forb	['Habenaria pubidens']
Habenaria pubipetala	forb	['Habenaria pubipetala']
Habenaria rautaneniana	forb	['Habenaria rautaneniana']
Habenaria repens	forb	['Habenaria repens']
Habenaria retinervis	forb	['Habenaria retinervis']
Habenaria rhopalostigma	forb	['Habenaria rhopalostigma']
Habenaria riparia	forb	['Habenaria riparia']
Habenaria roxburghii	forb	['Habenaria platyphylla']
Habenaria sartor	forb	['Habenaria sartor']
Habenaria schimperiana	forb	['Habenaria schimperiana']
Habenaria silvatica	forb	['Habenaria silvatica']
Habenaria singularis	forb	['Habenaria singularis']
Habenaria sochensis	forb	['Habenaria sochensis']
Habenaria splendens	forb	['Habenaria splendens']
Habenaria splendentior	forb	['Habenaria splendentior']
Habenaria stenorhynchos	forb	['Habenaria stenorhynchos']
Habenaria strangulans	forb	['Habenaria strangulans']
Habenaria stylites	forb	['Habenaria stylites']
Habenaria subaequalis	forb	['Habenaria subaequalis']
Habenaria subarmata	forb	['Habenaria subarmata']
Habenaria supplicans	forb	['Habenaria supplicans']
Habenaria tentaculigera	forb	['Habenaria tentaculigera']
Habenaria tetraceras	forb	['Habenaria tetraceras']
Habenaria tortilis	forb	['Habenaria tortilis']
Habenaria trachypetala	forb	['Habenaria trachypetala']
Habenaria tridens	forb	['Habenaria tridens']
Habenaria trilobulata	forb	['Habenaria trilobulata']
Habenaria tubifolia	forb	['Habenaria tubifolia']
Habenaria tysonii	forb	['Habenaria tysonii']
Habenaria uhehensis	forb	['Habenaria uhehensis']
Habenaria uncicalcar	forb	['Habenaria uncicalcar']
Habenaria unguilabris	forb	['Habenaria unguilabris']
Habenaria unifoliata	forb	['Habenaria unifoliata']
Habenaria velutina	forb	['Habenaria velutina']
Habenaria verdickii	forb	['Habenaria verdickii']
Habenaria villosa	forb	['Habenaria villosa']
Habenaria walleri	forb	['Habenaria walleri']
Habenaria weberiana	forb	['Habenaria weberiana']
Habenaria welwitschii	forb	['Habenaria welwitschii']
Habenaria xanthochlora	forb	['Habenaria xanthochlora']
Habenaria zambesina	forb	['Habenaria zambesina']
Hablitzia tamnoides	not assigned	['Hablitzia tamnoides']
Habrochloa bullockii	grass	['Habrochloa bullockii']
Hackelia deflexa	forb	['Hackelia americana', 'Hackelia deflexa', 'Lappula americana', 'Lappula deflexa']
Hackelia floribunda	not assigned	['Hackelia floribunda']
Hackelia latifolia	not assigned	['Austrocynoglossum latifolium']
Hackelia micrantha	forb	['Hackelia jessicae', 'Hackelia micrantha']
Hackelia nervosa	forb	['Hackelia nervosa']
Hackelia patens	forb	['Hackelia patens']
Hackelia suaveolens	not assigned	['Cynoglossum suaveolens']
Hackelia virginiana	forb	['Hackelia virginiana', 'Lappula virginiana', 'Myosotis virginiana']
Hackelochloa granularis	grass	['Hackelochloa granularis']
Hackelochloa porifera	grass	['Hackelochloa porifera']
Haegiela tatei	not assigned	['Haegiela tatei']
Haematodendron glabrum	(tree)	['Haematodendron glabrum']
Haematostaphis barteri	not assigned	['Haematostaphis barteri']
Haematoxylum brasiletto	(legume?)	['Haematoxylum brasiletto']
Haematoxylum campechianum	(tree)	['Haematoxylum campechianum']
Haemodorum coccineum	forb	['Haemodorum coccineum']
Haemodorum corymbosum	forb	['Haemodorum corymbosum']
Haemodorum planifolium	forb	['Haemodorum planifolium']
Haemodorum simplex	forb	['Haemodorum simplex']
Haemodorum spicatum	forb	['Haemodorum spicatum']
Haemodorum tenuifolium	forb	['Haemodorum tenuifolium']
Haenianthus incrassatus	(tree)	['Haenianthus incrassatus']
Haenianthus salicifolius	not assigned	['Haenianthus salicifolius']
Hagenia abyssinica	(tree)	['Hagenia abyssinica']
Hakea actites	(shrub/tree)	['Hakea actites']
Hakea aculeata	(shrub)	['Hakea aculeata']
Hakea acuminata	(shrub)	['Hakea acuminata']
Hakea adnata	(shrub)	['Hakea adnata']
Hakea ambigua	(shrub)	['Hakea ambigua']
Hakea amplexicaulis	(shrub)	['Hakea amplexicaulis']
Hakea anadenia	(shrub)	['Hakea anadenia']
Hakea arborescens	(tree)	['Hakea arborescens']
Hakea auriculata	(shrub)	['Hakea auriculata']
Hakea bakeriana	not assigned	['Hakea bakeriana']
Hakea baxteri	(shrub)	['Hakea baxteri']
Hakea benthamii	(shrub)	['Hakea plurinervia']
Hakea bicornata	(shrub)	['Hakea bicornata']
Hakea brachyptera	(shrub)	['Hakea brachyptera']
Hakea brownii	(shrub)	['Hakea brownii']
Hakea bucculenta	(shrub)	['Hakea bucculenta']
Hakea candolleana	(shrub)	['Hakea candolleana']
Hakea carinata	(shrub)	['Hakea carinata']
Hakea ceratophylla	(shrub)	['Hakea ceratophylla']
Hakea cinerea	(shrub)	['Hakea cinerea']
Hakea circumalata	(shrub)	['Hakea circumalata']
Hakea clavata	(shrub)	['Hakea clavata']
Hakea commutata	(shrub)	['Hakea commutata']
Hakea conchifolia	(shrub)	['Hakea conchifolia']
Hakea constablei	(shrub/tree)	['Hakea constablei']
Hakea corymbosa	(shrub)	['Hakea corymbosa']
Hakea costata	(shrub)	['Hakea costata']
Hakea cristata	(shrub)	['Hakea cristata']
Hakea cucullata	(shrub)	['Hakea cucullata']
Hakea cyclocarpa	(shrub)	['Hakea cyclocarpa']
Hakea cycloptera	not assigned	['Hakea cycloptera']
Hakea cygna	(shrub)	['Hakea cygna']
Hakea dactyloides	(shrub)	['Hakea dactyloides']
Hakea decurrens	(shrub)	['Hakea decurrens']
Hakea denticulata	(shrub)	['Hakea denticulata']
Hakea divaricata	(tree)	['Hakea divaricata']
Hakea dohertyi	not assigned	['Hakea dohertyi']
Hakea drupacea	(shrub)	['Hakea drupacea', 'Hakea suaveolens']
Hakea elliptica	(shrub)	['Hakea elliptica']
Hakea eneabba	(shrub)	['Hakea eneabba']
Hakea epiglottis	(shrub)	['Hakea epiglottis']
Hakea erecta	(shrub)	['Hakea erecta']
Hakea eriantha	(shrub/tree)	['Hakea eriantha']
Hakea erinacea	(shrub)	['Hakea erinacea']
Hakea eyreana	(tree)	['Hakea eyreana']
Hakea falcata	(shrub)	['Hakea falcata']
Hakea ferruginea	(shrub)	['Hakea ferruginea']
Hakea flabellifolia	(shrub)	['Hakea flabellifolia']
Hakea florida	(shrub)	['Hakea florida']
Hakea florulenta	(shrub)	['Hakea florulenta']
Hakea francisiana	(shrub)	['Hakea coriacea', 'Hakea francisiana']
Hakea gibbosa	(shrub)	['Hakea gibbosa']
Hakea gilbertii	(shrub)	['Hakea gilbertii']
Hakea grammatophylla	(shrub/tree)	['Hakea grammatophylla']
Hakea hastata	(shrub)	['Hakea hastata']
Hakea hookeriana	(shrub)	['Hakea hookeriana']
Hakea horrida	(shrub)	['Hakea horrida']
Hakea ilicifolia	(shrub)	['Hakea ilicifolia']
Hakea incrassata	(shrub)	['Hakea incrassata']
Hakea invaginata	(shrub)	['Hakea invaginata']
Hakea ivoryi	(shrub/tree)	['Hakea ivoryi']
Hakea kippistiana	(shrub)	['Hakea kippistiana']
Hakea laevipes	(shrub)	['Hakea laevipes']
Hakea lasiantha	(shrub)	['Hakea lasiantha']
Hakea lasianthoides	(shrub)	['Hakea lasianthoides']
Hakea lasiocarpha	(shrub)	['Hakea lasiocarpha']
Hakea laurina	(shrub)	['Hakea laurina']
Hakea lehmanniana	(shrub)	['Hakea lehmanniana']
Hakea leucoptera	(tree)	['Hakea leucoptera']
Hakea linearis	(shrub)	['Hakea linearis']
Hakea lissocarpha	(shrub)	['Hakea lissocarpha']
Hakea lissosperma	(shrub)	['Hakea lissosperma']
Hakea longiflora	(shrub)	['Hakea longiflora']
Hakea loranthifolia	not assigned	['Hakea loranthifolia']
Hakea lorea	(shrub/tree)	['Hakea lorea', 'Hakea suberea']
Hakea macraeana	not assigned	['Hakea macraeana']
Hakea macrorrhyncha	(shrub/tree)	['Hakea macrorrhyncha']
Hakea marginata	(shrub)	['Hakea marginata']
Hakea megadenia	(shrub/tree)	['Hakea megadenia']
Hakea megalosperma	(shrub)	['Hakea megalosperma']
Hakea meisneriana	(shrub)	['Hakea meisneriana']
Hakea microcarpa	(shrub)	['Hakea microcarpa']
Hakea minyma	(shrub)	['Hakea minyma']
Hakea mitchellii	(shrub)	['Hakea mitchellii', 'Hakea muelleriana']
Hakea multilineata	(shrub/tree)	['Hakea multilineata']
Hakea myrtoides	(shrub)	['Hakea myrtoides']
Hakea neospathulata	(shrub)	['Hakea spathulata']
Hakea neurophylla	(shrub)	['Hakea neurophylla']
Hakea newbeyana	(shrub)	['Hakea newbeyana']
Hakea nitida	(shrub)	['Hakea nitida']
Hakea nodosa	(shrub)	['Hakea nodosa']
Hakea obliqua	(shrub)	['Hakea obliqua']
Hakea obtusa	(shrub)	['Hakea obtusa']
Hakea oldfieldii	(shrub)	['Hakea oldfieldii']
Hakea oleifolia	(shrub)	['Hakea oleifolia']
Hakea orthorrhyncha	(shrub)	['Hakea orthorrhyncha', 'Hakea orthorryncha']
Hakea pachyphylla	(shrub)	['Hakea pachyphylla']
Hakea pandanicarpa	(shrub/tree)	['Hakea crassifolia', 'Hakea pandanicarpa', 'Hakea pandicarpa']
Hakea pendens	(shrub)	['Hakea pendens']
Hakea persiehana	(tree)	['Hakea persiehana']
Hakea petiolaris	(shrub/tree)	['Hakea petiolaris']
Hakea platysperma	(shrub)	['Hakea platysperma']
Hakea polyanthema	(shrub)	['Hakea polyanthema']
Hakea preissii	(shrub)	['Hakea preissii']
Hakea pritzelii	(shrub)	['Hakea pritzelii']
Hakea propinqua	not assigned	['Hakea propinqua']
Hakea prostrata	(shrub)	['Hakea prostrata']
Hakea psilorrhyncha	(shrub)	['Hakea psilorrhyncha']
Hakea pycnoneura	(shrub)	['Hakea pycnoneura']
Hakea recurva	(shrub)	['Hakea recurva']
Hakea repullulans	(shrub)	['Hakea repullulans']
Hakea rostrata	(shrub)	['Hakea rostrata']
Hakea rugosa	(shrub)	['Hakea rugosa']
Hakea ruscifolia	(shrub)	['Hakea ruscifolia']
Hakea salicifolia	(shrub/tree)	['Hakea salicifolia', 'Hakea saligna']
Hakea scoparia	(shrub)	['Hakea scoparia']
Hakea sericea	(shrub)	['Hakea sericea']
Hakea smilacifolia	(shrub)	['Hakea smilacifolia']
Hakea species	not assigned	['Hakea broad-leaved', 'Hakea obliquaparviflora', 'Hakea scopariatrycherica', 'Hakea terete-leaved']
Hakea stenocarpa	(shrub)	['Hakea stenocarpa']
Hakea stenophylla	(shrub/tree)	['Hakea stenophylla']
Hakea strumosa	(shrub)	['Hakea strumosa']
Hakea subsulcata	(shrub)	['Hakea subsulcata']
Hakea sulcata	(shrub)	['Hakea sulcata']
Hakea tephrosperma	(shrub/tree)	['Hakea tephrosperma']
Hakea teretifolia	(shrub)	['Hakea teretifolia']
Hakea trifurcata	(shrub)	['Hakea trifurcata']
Hakea tuberculata	(shrub)	['Hakea tuberculata']
Hakea ulicina	(shrub)	['Hakea ulicina']
Hakea undulata	(shrub)	['Hakea undulata']
Hakea varia	(shrub)	['Hakea varia']
Hakea verrucosa	(shrub)	['Hakea verrucosa']
Hakea victoria	(shrub)	['Hakea victoria']
Hakea vittata	(shrub)	['Hakea vittata']
Hakonechloa macra	grass	['Hakonechloa macra']
Halarchon vesiculosus	not assigned	['Halarchon vesiculosus']
Halenia corniculata	forb	['Halenia corniculata', 'Halenia sibirica']
Halenia elliptica	not assigned	['Halenia elliptica']
Halenia weddelliana	forb	['Halenia weddelliana']
Halerpestes cymbalaria	forb	['Halerpestes cymbalaria', 'Ranunculus cymbalaria']
Halerpestes ruthenica	forb	['Halerpestes ruthenica']
Halerpestes sarmentosus	forb	['Halerpestes sarmentosa']
Halesia carolina	(tree)	['Halesia carolina']
Halesia diptera	(shrub/tree)	['Halesia diptera']
Halesia tetraptera	not assigned	['Halesia monticola']
Halfordia kendack	(tree)	['Halfordia drupifera', 'Halfordia kendack', 'Halfordia papuana', 'Halfordia scleroxyla']
Halgania cyanea	(shrub)	['Halgania cyanea']
Halimione pedunculata	conflicting (forb vs. shrub)	['Atriplex pedunculata', 'Halimione pedunculata']
Halimione portulacoides	(shrub)	['Halimione portulacoides']
Halimione verrucifera	not assigned	['Atriplex verrucifera']
Halimium alyssoides	not assigned	['Halimium alyssoides']
Halimium atriplicifolium	(shrub)	['Halimium atriplicifolium']
Halimium calycinum	(shrub)	['Halimium commutatum']
Halimium halimifolium	(shrub)	['Halimium halimifolium']
Halimium lasianthum	(shrub)	['Halimium lasianthum']
Halimium ocymoides	(shrub)	['Halimium ocymoides']
Halimium umbellatum	(shrub)	['Halimium umbellatum', 'Halimium viscosum']
Halimocnemis commixtus	not assigned	['Gamanthus commixtus', 'Gamanthus ovinus']
Halimocnemis gamocarpa	not assigned	['Gamanthus gamocarpus']
Halimocnemis karelinii	not assigned	['Halimocnemis karelinii']
Halimocnemis kulpiana	not assigned	['Halanthium kulpianum']
Halimocnemis longifolia	not assigned	['Halimocnemis longifolia']
Halimocnemis mollissima	not assigned	['Halimocnemis mollissima']
Halimocnemis occulta	not assigned	['Halimocnemis occulta', 'Halotis occulta']
Halimocnemis pilifera	not assigned	['Halimocnemis pilifera', 'Halotis pilosa']
Halimocnemis pilosa	not assigned	['Gamanthus pilosus', 'Halimocnemis pilosa']
Halimocnemis purpureum	not assigned	['Halimocnemis purpurea']
Halimocnemis rarifolia	not assigned	['Halanthium rariflorum', 'Halanthium rarifolium']
Halimolobos pubens	not assigned	['Mancoa pubens']
Halleria elliptica	(shrub/tree)	['Halleria elliptica']
Halleria lucida	(shrub/tree)	['Halleria abyssinica', 'Halleria lucida']
Halocarpus bidwillii	(shrub/tree)	['Dacrydium bidwillii', 'Halocarpus bidwillii']
Halocarpus biformis	(tree)	['Dacrydium biforme', 'Halocarpus biformis']
Halocarpus kirkii	(tree)	['Dacrydium kirkii', 'Halocarpus kirkii']
Halocharis brachyura	not assigned	['Halocharis brachyura']
Halocharis gossypina	not assigned	['Halocharis gossypina']
Halocharis hispida	not assigned	['Halocharis hispida']
Halocharis sulphura	not assigned	['Halocharis sulphura']
Halocharis syriaca	not assigned	['Halocharis syriaca']
