Species	Family	Original names
Erythroxylum fimbriatum	Erythroxylaceae	[]
Erythroxylum firmum	Erythroxylaceae	['Erythroxylum ampullaceum']
Erythroxylum frangulifolium	Erythroxylaceae	[]
Erythroxylum gerrardii	Erythroxylaceae	[]
Erythroxylum glaucum	Erythroxylaceae	[]
Erythroxylum gracilipes	Erythroxylaceae	['Erythroxylum cuatrecasasii']
Erythroxylum haughtii	Erythroxylaceae	[]
Erythroxylum havanense	Erythroxylaceae	[]
Erythroxylum hypericifolium	Erythroxylaceae	[]
Erythroxylum kapplerianum	Erythroxylaceae	[]
Erythroxylum lanceum	Erythroxylaceae	[]
Erythroxylum laurifolium	Erythroxylaceae	[]
Erythroxylum lineolatum	Erythroxylaceae	[]
Erythroxylum macrocarpum	Erythroxylaceae	[]
Erythroxylum macrophyllum	Erythroxylaceae	['Erythroxylum macrocnemium', 'Erythroxylum multiflorum', 'Erythroxylum tabascense']
Erythroxylum mamacoca	Erythroxylaceae	[]
Erythroxylum mannii	Erythroxylaceae	[]
Erythroxylum mexicanum	Erythroxylaceae	[]
Erythroxylum microphyllum	Erythroxylaceae	[]
Erythroxylum monogynum	Erythroxylaceae	[]
Erythroxylum mucronatum	Erythroxylaceae	[]
Erythroxylum myrsinites	Erythroxylaceae	[]
Erythroxylum nitidulum	Erythroxylaceae	[]
Erythroxylum novogranatense	Erythroxylaceae	[]
Erythroxylum orinocense	Erythroxylaceae	[]
Erythroxylum pacificum	Erythroxylaceae	[]
Erythroxylum panamense	Erythroxylaceae	[]
Erythroxylum pelleterianum	Erythroxylaceae	[]
Erythroxylum pervillei	Erythroxylaceae	[]
Erythroxylum platyclados	Erythroxylaceae	['Erythroxylum acranthum']
Erythroxylum platycladum	Erythroxylaceae	[]
Erythroxylum pulchrum	Erythroxylaceae	[]
Erythroxylum raimondii	Erythroxylaceae	[]
Erythroxylum rotundifolium	Erythroxylaceae	[]
Erythroxylum rufum	Erythroxylaceae	[]
Erythroxylum ruryi	Erythroxylaceae	[]
Erythroxylum sechellarum	Erythroxylaceae	[]
Erythroxylum shatona	Erythroxylaceae	[]
Erythroxylum sideroxyloides	Erythroxylaceae	['Erythroxylum longifolium']
Erythroxylum species	not assigned	['Erythroxylum lucidum', 'Erythroxylum retusum']
Erythroxylum squamatum	Erythroxylaceae	[]
Erythroxylum steyermarkii	Erythroxylaceae	[]
Erythroxylum suberosum	Erythroxylaceae	[]
Erythroxylum subrotundum	Erythroxylaceae	[]
Erythroxylum tortuosum	Erythroxylaceae	[]
Erythroxylum ulei	Erythroxylaceae	[]
Erythroxylum undulatum	Erythroxylaceae	[]
Erythroxylum vaccinifolium	Erythroxylaceae	[]
Erythroxylum vernicosum	Erythroxylaceae	[]
Erythroxylum williamsii	Erythroxylaceae	[]
Erythroxylum zambesiacum	Erythroxylaceae	[]
Escallonia illinita	Escalloniaceae	[]
Escallonia micrantha	Escalloniaceae	[]
Escallonia millegrana	Escalloniaceae	[]
Escallonia myrtilloides	Escalloniaceae	['Escallonia poasana', 'Escallonia tortuosa']
Escallonia myrtoidea	Escalloniaceae	[]
Escallonia pulverulenta	Escalloniaceae	[]
Escallonia revoluta	Escalloniaceae	[]
Escallonia rubra	Escalloniaceae	[]
Escallonia species	not assigned	['Escallonia macrantha']
Escallonia virgata	Escalloniaceae	[]
Eschscholzia caespitosa	Papaveraceae	[]
Eschscholzia californica	Papaveraceae	['Eschscholzia cucullata']
Eschscholzia glyptosperma	Papaveraceae	[]
Eschscholzia lemmonii	Papaveraceae	[]
Eschscholzia lobbii	Papaveraceae	[]
Eschscholzia minutiflora	Papaveraceae	[]
Eschscholzia parishii	Papaveraceae	[]
Eschweilera alata	Lecythidaceae	[]
Eschweilera albiflora	Lecythidaceae	['Eschweilera turbinata']
Eschweilera amara	Lecythidaceae	[]
Eschweilera amazonica	Lecythidaceae	[]
Eschweilera amazoniciformis	Lecythidaceae	[]
Eschweilera andina	Lecythidaceae	[]
Eschweilera atropetiolata	Lecythidaceae	[]
Eschweilera bracteosa	Lecythidaceae	[]
Eschweilera calyculata	Lecythidaceae	[]
Eschweilera carinata	Lecythidaceae	[]
Eschweilera collina	Lecythidaceae	[]
Eschweilera collinsii	Lecythidaceae	['Eschweilera longirachis']
Eschweilera congestiflora	Lecythidaceae	[]
Eschweilera coriacea	Lecythidaceae	['Eschweilera odora']
Eschweilera decolorans	Lecythidaceae	[]
Eschweilera gigantea	Lecythidaceae	[]
Eschweilera grandiflora	Lecythidaceae	['Eschweilera fracta', 'Lecythis grandiflora']
Eschweilera itayensis	Lecythidaceae	[]
Eschweilera jacquelyniae	Lecythidaceae	[]
Eschweilera juruensis	Lecythidaceae	[]
Eschweilera laevicarpa	Lecythidaceae	[]
Eschweilera micrantha	Lecythidaceae	[]
Eschweilera neei	Lecythidaceae	[]
Eschweilera ovalifolia	Lecythidaceae	[]
Eschweilera ovata	Lecythidaceae	['Eschweilera blanchetiana']
Eschweilera parviflora	Lecythidaceae	['Eschweilera grata']
Eschweilera parvifolia	Lecythidaceae	['Eschweilera krukovii', 'Eschweilera timbuchensis']
Eschweilera pedicellata	Lecythidaceae	['Eschweilera longipes']
Eschweilera potaroensis	Lecythidaceae	[]
Eschweilera reversa	Lecythidaceae	['Eschweilera pittieri']
Eschweilera rodriguesiana	Lecythidaceae	[]
Eschweilera rufifolia	Lecythidaceae	[]
Eschweilera sagotiana	Lecythidaceae	[]
Eschweilera sclerophylla	Lecythidaceae	[]
Eschweilera sessilis	Lecythidaceae	[]
Eschweilera simiorum	Lecythidaceae	[]
Eschweilera species	not assigned	['Eschweilera giga', 'Eschweilera gigandin', 'Eschweilera gigarco']
Eschweilera subglandulosa	Lecythidaceae	[]
Eschweilera tenax	Lecythidaceae	['Eschweilera trinitensis']
Eschweilera tenuifolia	Lecythidaceae	[]
Eschweilera tessmannii	Lecythidaceae	[]
Eschweilera truncata	Lecythidaceae	['Eschweilera romeu-cardosoi']
Eschweilera wachenheimii	Lecythidaceae	[]
Escobedia crassipes	Scrophulariaceae	[]
Escobedia peduncularis	Scrophulariaceae	[]
Esenbeckia alata	Rutaceae	[]
Esenbeckia almawillia	Rutaceae	[]
Esenbeckia amazonica	Rutaceae	[]
Esenbeckia grandiflora	Rutaceae	[]
Esenbeckia leiocarpa	Rutaceae	[]
Esenbeckia lisa	Rutaceae	[]
Esenbeckia pentaphylla	Rutaceae	[]
Esenbeckia pilocarpoides	Rutaceae	[]
Espadaea amoena	Goetzeaceae	[]
Ethulia conyzoides	Asteraceae	[]
Ethulia paucifructa	Asteraceae	[]
Ethulia rhizomata	Asteraceae	[]
Ethulia vernonioides	Asteraceae	[]
Etlingera coccinea	Zingiberaceae	['Amomum coccineum']
Eubotrys racemosa	Ericaceae	['Leucothoe racemosa']
Eubotrys recurva	Ericaceae	[]
Eucalyptopsis papuana	Myrtaceae	[]
Eucalyptus abdita	Myrtaceae	[]
Eucalyptus acaciiformis	Myrtaceae	['Eucalyptus acaciaeformis']
Eucalyptus accedens	Myrtaceae	[]
Eucalyptus acies	Myrtaceae	[]
Eucalyptus acmenioides	Myrtaceae	[]
Eucalyptus acmenoides	Myrtaceae	[]
Eucalyptus aenea	Myrtaceae	[]
Eucalyptus aequioperta	Myrtaceae	[]
Eucalyptus agglomerata	Myrtaceae	[]
Eucalyptus aggregata	Myrtaceae	[]
Eucalyptus alaticaulis	Myrtaceae	[]
Eucalyptus alba	Myrtaceae	[]
Eucalyptus albens	Myrtaceae	[]
Eucalyptus albopurpurea	Myrtaceae	[]
Eucalyptus alipes	Myrtaceae	[]
Eucalyptus alligatrix	Myrtaceae	[]
Eucalyptus alpina	Myrtaceae	[]
Eucalyptus amplifolia	Myrtaceae	[]
Eucalyptus amygdalina	Myrtaceae	[]
Eucalyptus anceps	Myrtaceae	[]
Eucalyptus ancophila	Myrtaceae	[]
Eucalyptus andrewsii	Myrtaceae	['Eucalyptus campanulata']
Eucalyptus angophoroides	Myrtaceae	[]
Eucalyptus angulosa	Myrtaceae	[]
Eucalyptus angustissima	Myrtaceae	[]
Eucalyptus annulata	Myrtaceae	[]
Eucalyptus apiculata	Myrtaceae	[]
Eucalyptus apodophylla	Myrtaceae	[]
Eucalyptus apothalassica	Myrtaceae	[]
Eucalyptus approximans	Myrtaceae	['Eucalyptus codonocarpa']
Eucalyptus aquilina	Myrtaceae	[]
Eucalyptus arachnaea	Myrtaceae	[]
Eucalyptus archeri	Myrtaceae	[]
Eucalyptus arenacea	Myrtaceae	[]
Eucalyptus argillacea	Myrtaceae	['Eucalyptus leucophylla']
Eucalyptus argophloia	Myrtaceae	[]
Eucalyptus aromaphloia	Myrtaceae	['Eucalyptus corticosa']
Eucalyptus aspersa	Myrtaceae	[]
Eucalyptus aspratilis	Myrtaceae	[]
Eucalyptus astringens	Myrtaceae	[]
Eucalyptus atrata	Myrtaceae	[]
Eucalyptus badjensis	Myrtaceae	[]
Eucalyptus baeuerlenii	Myrtaceae	[]
Eucalyptus baileyana	Myrtaceae	[]
Eucalyptus bakeri	Myrtaceae	[]
Eucalyptus bancroftii	Myrtaceae	['Eucalyptus bancrofti']
Eucalyptus banksii	Myrtaceae	[]
Eucalyptus barberi	Myrtaceae	[]
Eucalyptus baueriana	Myrtaceae	[]
Eucalyptus baxteri	Myrtaceae	[]
Eucalyptus beardiana	Myrtaceae	[]
Eucalyptus behriana	Myrtaceae	[]
Eucalyptus bensonii	Myrtaceae	[]
Eucalyptus benthamii	Myrtaceae	[]
Eucalyptus beyeri	Myrtaceae	[]
Eucalyptus beyeriana	Myrtaceae	[]
Eucalyptus bicolor	Myrtaceae	['Eucalyptus parviflora']
Eucalyptus bigalerita	Myrtaceae	[]
Eucalyptus biturbinata	Myrtaceae	[]
Eucalyptus blakelyi	Myrtaceae	['Eucalyptus blaklleyi']
Eucalyptus blaxlandii	Myrtaceae	['Eucalyptus blaxlandi']
Eucalyptus bosistoana	Myrtaceae	[]
Eucalyptus botryoides	Myrtaceae	[]
Eucalyptus brachyandra	Myrtaceae	[]
Eucalyptus brachycalyx	Myrtaceae	[]
Eucalyptus brachyphylla	Myrtaceae	[]
Eucalyptus brassiana	Myrtaceae	[]
Eucalyptus brevifolia	Myrtaceae	[]
Eucalyptus bridgesiana	Myrtaceae	[]
Eucalyptus brockwayi	Myrtaceae	[]
Eucalyptus brookerana	Myrtaceae	[]
Eucalyptus brookeriana	Myrtaceae	[]
Eucalyptus brownii	Myrtaceae	[]
Eucalyptus brunnea	Myrtaceae	[]
Eucalyptus buprestium	Myrtaceae	[]
Eucalyptus burdettiana	Myrtaceae	[]
Eucalyptus burgessiana	Myrtaceae	[]
Eucalyptus burracoppinensis	Myrtaceae	[]
Eucalyptus caesia	Myrtaceae	[]
Eucalyptus calcicola	Myrtaceae	[]
Eucalyptus caleyi	Myrtaceae	[]
Eucalyptus caliginosa	Myrtaceae	[]
Eucalyptus calycogona	Myrtaceae	[]
Eucalyptus camaldulensis	Myrtaceae	[]
Eucalyptus cambageana	Myrtaceae	[]
Eucalyptus cameronii	Myrtaceae	[]
Eucalyptus camfieldii	Myrtaceae	[]
Eucalyptus campaspe	Myrtaceae	[]
Eucalyptus camphora	Myrtaceae	['Eucalyptus aquatica']
Eucalyptus canaliculata	Myrtaceae	[]
Eucalyptus canobolensis	Myrtaceae	[]
Eucalyptus capillosa	Myrtaceae	[]
Eucalyptus capitellata	Myrtaceae	['Eucalyptus triantha']
Eucalyptus carnea	Myrtaceae	[]
Eucalyptus carnei	Myrtaceae	[]
Eucalyptus castrensis	Myrtaceae	[]
Eucalyptus celastroides	Myrtaceae	[]
Eucalyptus cephalocarpa	Myrtaceae	[]
Eucalyptus cerasiformis	Myrtaceae	[]
Eucalyptus ceratocorys	Myrtaceae	[]
Eucalyptus cernua	Myrtaceae	[]
Eucalyptus chapmaniana	Myrtaceae	[]
Eucalyptus chloroclada	Myrtaceae	[]
Eucalyptus cinerea	Myrtaceae	['Eucalyptus triplex']
Eucalyptus cladocalyx	Myrtaceae	[]
Eucalyptus clelandii	Myrtaceae	[]
Eucalyptus clivicola	Myrtaceae	[]
Eucalyptus cloeziana	Myrtaceae	[]
Eucalyptus cneorifolia	Myrtaceae	[]
Eucalyptus coccifera	Myrtaceae	[]
Eucalyptus comitae-vallis	Myrtaceae	[]
Eucalyptus concinna	Myrtaceae	[]
Eucalyptus conferruminata	Myrtaceae	[]
Eucalyptus confluens	Myrtaceae	[]
Eucalyptus conglobata	Myrtaceae	[]
Eucalyptus conglomerata	Myrtaceae	[]
Eucalyptus conica	Myrtaceae	[]
Eucalyptus conjuncta	Myrtaceae	[]
Eucalyptus consideneana	Myrtaceae	[]
Eucalyptus consideniana	Myrtaceae	[]
Eucalyptus conspicua	Myrtaceae	[]
Eucalyptus coolabah	Myrtaceae	[]
Eucalyptus cooperiana	Myrtaceae	[]
Eucalyptus copulans	Myrtaceae	[]
Eucalyptus cordata	Myrtaceae	[]
Eucalyptus cornuta	Myrtaceae	[]
Eucalyptus coronata	Myrtaceae	[]
Eucalyptus corrugata	Myrtaceae	[]
Eucalyptus cosmophylla	Myrtaceae	[]
Eucalyptus costata	Myrtaceae	[]
Eucalyptus crebra	Myrtaceae	[]
Eucalyptus crenulata	Myrtaceae	[]
Eucalyptus creta	Myrtaceae	[]
Eucalyptus cretata	Myrtaceae	[]
Eucalyptus croajingolensis	Myrtaceae	[]
Eucalyptus crucis	Myrtaceae	[]
Eucalyptus cullenii	Myrtaceae	[]
Eucalyptus cunninghamii	Myrtaceae	['Eucalyptus cunninghami', 'Eucalyptus rupicola']
Eucalyptus cupularis	Myrtaceae	[]
Eucalyptus curtisii	Myrtaceae	[]
Eucalyptus cyanophylla	Myrtaceae	[]
Eucalyptus cylindriflora	Myrtaceae	[]
Eucalyptus cylindrocarpa	Myrtaceae	[]
Eucalyptus cypellocarpa	Myrtaceae	[]
Eucalyptus dalrympleana	Myrtaceae	[]
Eucalyptus dawsonii	Myrtaceae	[]
Eucalyptus dealbata	Myrtaceae	[]
Eucalyptus deanei	Myrtaceae	[]
Eucalyptus decipiens	Myrtaceae	[]
Eucalyptus decorticans	Myrtaceae	[]
Eucalyptus deflexa	Myrtaceae	[]
Eucalyptus deglupta	Myrtaceae	['Eucalyptus versicolor']
Eucalyptus delegatensis	Myrtaceae	[]
Eucalyptus dendromorpha	Myrtaceae	[]
Eucalyptus denticulata	Myrtaceae	[]
Eucalyptus depauperata	Myrtaceae	[]
Eucalyptus desmondensis	Myrtaceae	[]
Eucalyptus deuaensis	Myrtaceae	[]
Eucalyptus dielsii	Myrtaceae	[]
Eucalyptus diminuta	Myrtaceae	[]
Eucalyptus diptera	Myrtaceae	[]
Eucalyptus discreta	Myrtaceae	[]
Eucalyptus dissita	Myrtaceae	[]
Eucalyptus diversicolor	Myrtaceae	[]
Eucalyptus diversifolia	Myrtaceae	[]
Eucalyptus dives	Myrtaceae	[]
Eucalyptus dolichocera	Myrtaceae	[]
Eucalyptus dolichorhyncha	Myrtaceae	[]
Eucalyptus doratoxylon	Myrtaceae	[]
Eucalyptus dorrigoensis	Myrtaceae	[]
Eucalyptus drepanophylla	Myrtaceae	[]
Eucalyptus drummondii	Myrtaceae	[]
Eucalyptus dumosa	Myrtaceae	[]
Eucalyptus dundasii	Myrtaceae	[]
Eucalyptus dunnii	Myrtaceae	[]
Eucalyptus dura	Myrtaceae	[]
Eucalyptus dwyeri	Myrtaceae	[]
Eucalyptus ebbanoensis	Myrtaceae	[]
Eucalyptus elata	Myrtaceae	[]
Eucalyptus elliptica	Myrtaceae	[]
Eucalyptus erectifolia	Myrtaceae	[]
Eucalyptus eremaea	Myrtaceae	[]
Eucalyptus eremicola	Myrtaceae	['Eucalyptus peeneri']
Eucalyptus eremophila	Myrtaceae	[]
Eucalyptus erythrocorys	Myrtaceae	[]
Eucalyptus erythronema	Myrtaceae	[]
Eucalyptus eudesmioides	Myrtaceae	[]
Eucalyptus eudesmoides	Myrtaceae	[]
Eucalyptus eugenioides	Myrtaceae	[]
Eucalyptus ewartiana	Myrtaceae	[]
Eucalyptus exigua	Myrtaceae	[]
Eucalyptus exilis	Myrtaceae	[]
Eucalyptus exserta	Myrtaceae	[]
Eucalyptus extensa	Myrtaceae	[]
Eucalyptus extrica	Myrtaceae	[]
Eucalyptus falcata	Myrtaceae	[]
Eucalyptus famelica	Myrtaceae	[]
Eucalyptus fasciculosa	Myrtaceae	[]
Eucalyptus fastigata	Myrtaceae	[]
Eucalyptus fergusonii	Myrtaceae	[]
Eucalyptus fibrosa	Myrtaceae	['Eucalyptus nubila']
Eucalyptus flavida	Myrtaceae	[]
Eucalyptus flindersii	Myrtaceae	[]
Eucalyptus flocktoniae	Myrtaceae	[]
Eucalyptus foecunda	Myrtaceae	['Eucalyptus leptophylla']
Eucalyptus foliosa	Myrtaceae	[]
Eucalyptus formanii	Myrtaceae	[]
Eucalyptus forrestiana	Myrtaceae	[]
Eucalyptus fracta	Myrtaceae	[]
Eucalyptus fraseri	Myrtaceae	[]
Eucalyptus fraxinoides	Myrtaceae	[]
Eucalyptus froggattii	Myrtaceae	[]
Eucalyptus fulgens	Myrtaceae	[]
Eucalyptus fusiformis	Myrtaceae	[]
Eucalyptus gamophylla	Myrtaceae	[]
Eucalyptus gardneri	Myrtaceae	[]
Eucalyptus georgei	Myrtaceae	[]
Eucalyptus gillenii	Myrtaceae	['Eucalyptus gilleni']
Eucalyptus gillii	Myrtaceae	[]
Eucalyptus gittinsii	Myrtaceae	[]
Eucalyptus glaucescens	Myrtaceae	[]
Eucalyptus glaucina	Myrtaceae	[]
Eucalyptus globoidea	Myrtaceae	['Eucalyptus yangoura']
Eucalyptus globulus	Myrtaceae	['Eucalyptus bicostata', 'Eucalyptus maidenii', 'Eucalyptus pseudoglobulus', 'Eucalyptus stjohnii']
Eucalyptus glomerosa	Myrtaceae	[]
Eucalyptus gomphocephala	Myrtaceae	[]
Eucalyptus gongylocarpa	Myrtaceae	[]
Eucalyptus goniantha	Myrtaceae	[]
Eucalyptus goniocalyx	Myrtaceae	['Eucalyptus cambagei']
Eucalyptus gonocalyx	Myrtaceae	[]
Eucalyptus gracilis	Myrtaceae	['Eucalyptus fruticetorum']
Eucalyptus grandis	Myrtaceae	[]
Eucalyptus gregsoniana	Myrtaceae	[]
Eucalyptus griffithsii	Myrtaceae	[]
Eucalyptus grossa	Myrtaceae	[]
Eucalyptus guilfoylei	Myrtaceae	[]
Eucalyptus gunnii	Myrtaceae	[]
Eucalyptus gypsophila	Myrtaceae	[]
Eucalyptus haemastoma	Myrtaceae	[]
Eucalyptus hallii	Myrtaceae	[]
Eucalyptus halophila	Myrtaceae	[]
Eucalyptus hawkeri	Myrtaceae	[]
Eucalyptus helidonica	Myrtaceae	[]
Eucalyptus hemiphloia	Myrtaceae	[]
Eucalyptus herbertiana	Myrtaceae	[]
Eucalyptus histophylla	Myrtaceae	[]
Eucalyptus houseana	Myrtaceae	[]
Eucalyptus howittiana	Myrtaceae	[]
Eucalyptus hybrida	Myrtaceae	[]
Eucalyptus hypostomatica	Myrtaceae	[]
Eucalyptus ignorabilis	Myrtaceae	[]
Eucalyptus imitans	Myrtaceae	[]
Eucalyptus imlayensis	Myrtaceae	[]
Eucalyptus incerata	Myrtaceae	[]
Eucalyptus incrassata	Myrtaceae	[]
Eucalyptus insularis	Myrtaceae	[]
Eucalyptus interstans	Myrtaceae	[]
Eucalyptus intertexta	Myrtaceae	[]
Eucalyptus jacksonii	Myrtaceae	['Eucalyptus jacksoni']
Eucalyptus jensenii	Myrtaceae	['Eucalyptus jenseni']
Eucalyptus jimberlanica	Myrtaceae	[]
Eucalyptus johnstonii	Myrtaceae	['Eucalyptus johnstoni']
Eucalyptus jucunda	Myrtaceae	[]
Eucalyptus jutsonii	Myrtaceae	['Eucalyptus jutsoni']
Eucalyptus kartzoffiana	Myrtaceae	[]
Eucalyptus kingsmillii	Myrtaceae	[]
Eucalyptus kirtoniana	Myrtaceae	['Eucalyptus patentinervis']
Eucalyptus kitsoniana	Myrtaceae	[]
Eucalyptus kochii	Myrtaceae	['Eucalyptus hypochlamydea']
Eucalyptus kondininensis	Myrtaceae	[]
Eucalyptus kruseana	Myrtaceae	[]
Eucalyptus kybeanensis	Myrtaceae	[]
Eucalyptus lacrimans	Myrtaceae	[]
Eucalyptus laeliae	Myrtaceae	[]
Eucalyptus laevopinea	Myrtaceae	[]
Eucalyptus lanepoolei	Myrtaceae	[]
Eucalyptus langleyi	Myrtaceae	[]
Eucalyptus lansdowneana	Myrtaceae	[]
Eucalyptus laophila	Myrtaceae	[]
Eucalyptus largeana	Myrtaceae	[]
Eucalyptus largiflorens	Myrtaceae	[]
Eucalyptus latens	Myrtaceae	[]
Eucalyptus latifolia	Myrtaceae	[]
Eucalyptus latisinensis	Myrtaceae	[]
Eucalyptus lehmannii	Myrtaceae	['Eucalyptus lehmanni']
Eucalyptus leprophloia	Myrtaceae	[]
Eucalyptus leptocalyx	Myrtaceae	[]
Eucalyptus leptophleba	Myrtaceae	[]
Eucalyptus leptopoda	Myrtaceae	[]
Eucalyptus lesouefii	Myrtaceae	[]
Eucalyptus leucophloia	Myrtaceae	[]
Eucalyptus leucoxylon	Myrtaceae	[]
Eucalyptus ligulata	Myrtaceae	[]
Eucalyptus ligustrina	Myrtaceae	[]
Eucalyptus lirata	Myrtaceae	[]
Eucalyptus litoralis	Myrtaceae	[]
Eucalyptus litorea	Myrtaceae	[]
Eucalyptus livida	Myrtaceae	[]
Eucalyptus lockyeri	Myrtaceae	[]
Eucalyptus longicornis	Myrtaceae	[]
Eucalyptus longifolia	Myrtaceae	[]
Eucalyptus longirostrata	Myrtaceae	[]
Eucalyptus longissima	Myrtaceae	[]
Eucalyptus loxophleba	Myrtaceae	[]
Eucalyptus lucasii	Myrtaceae	['Eucalyptus lucasi']
Eucalyptus luehmanniana	Myrtaceae	[]
Eucalyptus macarthurii	Myrtaceae	[]
Eucalyptus macrocarpa	Myrtaceae	[]
Eucalyptus macrorhyncha	Myrtaceae	['Eucalyptus cannonii']
Eucalyptus magnificata	Myrtaceae	[]
Eucalyptus major	Myrtaceae	[]
Eucalyptus malacoxylon	Myrtaceae	[]
Eucalyptus mannensis	Myrtaceae	[]
Eucalyptus mannifera	Myrtaceae	['Eucalyptus praecox']
Eucalyptus marginata	Myrtaceae	[]
Eucalyptus mckieana	Myrtaceae	[]
Eucalyptus megacarpa	Myrtaceae	[]
Eucalyptus megacornuta	Myrtaceae	[]
Eucalyptus melanoleuca	Myrtaceae	[]
Eucalyptus melanophitra	Myrtaceae	[]
Eucalyptus melanophloia	Myrtaceae	[]
Eucalyptus melanoxylon	Myrtaceae	[]
Eucalyptus melliodora	Myrtaceae	[]
Eucalyptus merrickiae	Myrtaceae	[]
Eucalyptus michaeliana	Myrtaceae	[]
Eucalyptus micranthera	Myrtaceae	[]
Eucalyptus microcarpa	Myrtaceae	[]
Eucalyptus microcodon	Myrtaceae	[]
Eucalyptus microcorys	Myrtaceae	[]
Eucalyptus microneura	Myrtaceae	[]
Eucalyptus microschema	Myrtaceae	[]
Eucalyptus microtheca	Myrtaceae	[]
Eucalyptus mimica	Myrtaceae	[]
Eucalyptus miniata	Myrtaceae	[]
Eucalyptus misella	Myrtaceae	[]
Eucalyptus mitchelli	Myrtaceae	['Eucalyptus mitchelliana']
Eucalyptus moluccana	Myrtaceae	[]
Eucalyptus moorei	Myrtaceae	['Eucalyptus latiuscula', 'Eucalyptus serpentinicola']
Eucalyptus morrisii	Myrtaceae	[]
Eucalyptus muelleriana	Myrtaceae	[]
Eucalyptus multicaulis	Myrtaceae	[]
Eucalyptus myriadena	Myrtaceae	[]
Eucalyptus nandewarica	Myrtaceae	[]
Eucalyptus neglecta	Myrtaceae	[]
Eucalyptus neutra	Myrtaceae	[]
Eucalyptus newbeyi	Myrtaceae	[]
Eucalyptus nicholii	Myrtaceae	['Eucalyptus nicholi']
Eucalyptus nigra	Myrtaceae	['Eucalyptus phaeotricha']
Eucalyptus nitens	Myrtaceae	[]
Eucalyptus nitida	Myrtaceae	[]
Eucalyptus nobilis	Myrtaceae	[]
Eucalyptus normantonensis	Myrtaceae	[]
Eucalyptus nortonii	Myrtaceae	[]
Eucalyptus notabilis	Myrtaceae	[]
Eucalyptus nova-anglica	Myrtaceae	[]
Eucalyptus nowraensis	Myrtaceae	[]
Eucalyptus nutans	Myrtaceae	[]
Eucalyptus obliqua	Myrtaceae	['Eucalyptus decaisneana']
Eucalyptus oblonga	Myrtaceae	['Eucalyptus deformis', 'Eucalyptus sparsifolia']
Eucalyptus obstans	Myrtaceae	[]
Eucalyptus obtusiflora	Myrtaceae	['Eucalyptus dongarraensis']
Eucalyptus occidentalis	Myrtaceae	[]
Eucalyptus ochrophloia	Myrtaceae	[]
Eucalyptus odontocarpa	Myrtaceae	[]
Eucalyptus odorata	Myrtaceae	[]
Eucalyptus oldfieldii	Myrtaceae	[]
Eucalyptus oleosa	Myrtaceae	[]
Eucalyptus olida	Myrtaceae	[]
Eucalyptus oligantha	Myrtaceae	[]
Eucalyptus olsenii	Myrtaceae	[]
Eucalyptus opaca	Myrtaceae	[]
Eucalyptus ophitica	Myrtaceae	[]
Eucalyptus oraria	Myrtaceae	[]
Eucalyptus orbifolia	Myrtaceae	[]
Eucalyptus oreades	Myrtaceae	[]
Eucalyptus oresbia	Myrtaceae	[]
Eucalyptus orgadophila	Myrtaceae	[]
Eucalyptus ornata	Myrtaceae	[]
Eucalyptus orthostemon	Myrtaceae	[]
Eucalyptus ovata	Myrtaceae	[]
Eucalyptus ovularis	Myrtaceae	[]
Eucalyptus oxymitra	Myrtaceae	[]
Eucalyptus pachycalyx	Myrtaceae	[]
Eucalyptus pachyphylla	Myrtaceae	[]
Eucalyptus paliformis	Myrtaceae	[]
Eucalyptus paludicola	Myrtaceae	[]
Eucalyptus panda	Myrtaceae	[]
Eucalyptus paniculata	Myrtaceae	[]
Eucalyptus pantoleuca	Myrtaceae	[]
Eucalyptus parramattensis	Myrtaceae	[]
Eucalyptus parvifolia	Myrtaceae	[]
Eucalyptus parvula	Myrtaceae	[]
Eucalyptus patellaris	Myrtaceae	[]
Eucalyptus patens	Myrtaceae	[]
Eucalyptus pauciflora	Myrtaceae	['Eucalyptus debeuzevillei', 'Eucalyptus niphophila']
Eucalyptus pellita	Myrtaceae	[]
Eucalyptus pendens	Myrtaceae	[]
Eucalyptus peninsularis	Myrtaceae	[]
Eucalyptus perangusta	Myrtaceae	[]
Eucalyptus percostata	Myrtaceae	[]
Eucalyptus perriniana	Myrtaceae	[]
Eucalyptus petraea	Myrtaceae	[]
Eucalyptus phaenophylla	Myrtaceae	[]
Eucalyptus phenax	Myrtaceae	[]
Eucalyptus phoenicea	Myrtaceae	[]
Eucalyptus pileata	Myrtaceae	[]
Eucalyptus pilularis	Myrtaceae	[]
Eucalyptus pimpiniana	Myrtaceae	[]
Eucalyptus piperita	Myrtaceae	[]
Eucalyptus placita	Myrtaceae	[]
Eucalyptus planchoniana	Myrtaceae	[]
Eucalyptus platycorys	Myrtaceae	[]
Eucalyptus platydisca	Myrtaceae	[]
Eucalyptus platyphylla	Myrtaceae	[]
Eucalyptus platypus	Myrtaceae	[]
Eucalyptus polita	Myrtaceae	[]
Eucalyptus polyanthemos	Myrtaceae	[]
Eucalyptus polybractea	Myrtaceae	[]
Eucalyptus populnea	Myrtaceae	[]
Eucalyptus porosa	Myrtaceae	[]
Eucalyptus portuensis	Myrtaceae	[]
Eucalyptus praetermissa	Myrtaceae	[]
Eucalyptus prava	Myrtaceae	[]
Eucalyptus preissiana	Myrtaceae	[]
Eucalyptus prolixa	Myrtaceae	[]
Eucalyptus prominens	Myrtaceae	[]
Eucalyptus prominula	Myrtaceae	[]
