Species	PFT
Bactris simplicifrons	not assigned (tree)
Bactris trichophylla	not assigned (tree)
Badula barthesia	not assigned ()
Badula borbonica	not assigned ()
Badusa palauensis	not assigned ()
Baeckea behrii	not assigned (shrub)
Baeckea brevifolia	not assigned (shrub)
Baeckea crassifolia	not assigned (shrub)
Baeckea crispiflora	not assigned (shrub)
Baeckea cunninghamii	not assigned (shrub)
Baeckea denticulata	not assigned ()
Baeckea diosmifolia	not assigned (shrub)
Baeckea frutescens	not assigned (shrub)
Baeckea gunniana	not assigned (shrub)
Baeckea imbricata	not assigned (shrub)
Baeckea latifolia	not assigned (shrub)
Baeckea leptocaulis	not assigned (shrub)
Baeckea linifolia	not assigned (shrub)
Baeckea megaflora	not assigned (shrub)
Baeckea omissa	not assigned ()
Baeckea preissiana	not assigned (shrub)
Baeckea ramosissima	not assigned (shrub)
Baeckea stenophylla	not assigned (shrub)
Baeckea utilis	not assigned ()
Baeometra uniflora	forb
Baeriopsis guadalupensis	not assigned ()
Bagassa guianensis	not assigned (tree)
Bahia ambrosioides	not assigned (shrub)
Bahia dissecta	forb
Bahia glandulosa	forb
Baikiaea insignis	not assigned (tree)
Baikiaea plurijuga	not assigned (tree)
Baikiaea robynsii	not assigned (tree)
Baileya multiradiata	not assigned ()
Baileya pleniradiata	forb
Baileyoxylon lanceolatum	not assigned ()
Baillonella djave	not assigned ()
Baillonella toxisperma	not assigned (tree)
Baissea axillaris	not assigned ()
Baissea breviloba	not assigned ()
Baissea gracimiles	not assigned ()
Baissea leonensis	not assigned ()
Baissea multiflora	not assigned (shrub)
Baissea myrtifolia	not assigned (shrub)
Baissea viridiflora	not assigned ()
Baissea welwitschii	not assigned ()
Baissea wulfhorstii	not assigned (shrub)
Bakeridesia bakeriana	not assigned ()
Bakeridesia gaumeri	not assigned ()
Balakata baccata	not assigned (tree)
Balakata luzonica	not assigned (tree)
Balanites aegyptiaca	not assigned (tree)
Balanites aegyptica	not assigned ()
Balanites australis	not assigned ()
Balanites maughamii	not assigned (tree)
Balanites mayumbensis	not assigned ()
Balanites orbicularis	not assigned ()
Balanites pedicellaris	not assigned (shrub/tree)
Balanites triflora	not assigned ()
Balanites wilsoniana	not assigned (tree)
Balanocarpus heimii	not assigned ()
Balanophora alutacea	forb
Balanophora hildebrandtii	forb
Balanophora insularis	forb
Balanophora micholitzii	forb
Balanophora zollingeri	forb
Balanops australiana	not assigned (tree)
Balbisia peduncularis	not assigned ()
Balbisia stitchkinii	not assigned (shrub)
Baldellia ranunculoides	forb
Baldellia repens	forb
Balfourodendron riedelianum	not assigned (tree)
Baliospermum montanum	not assigned (herb/shrub)
Balizia elegans	not assigned (tree)
Balizia pedicellaris	not assigned (tree)
Ballantinia antipoda	not assigned ()
Ballota acetabulosa	not assigned (shrub)
Ballota africana	not assigned ()
Ballota damascena	not assigned ()
Ballota hirsuta	not assigned (shrub)
Ballota hispanica	not assigned ()
Ballota nigra	forb
Ballota rugosa	not assigned ()
Ballota saxatilis	not assigned ()
Baloghia inophylla	not assigned (tree)
Baloghia lucida	not assigned ()
Baloghia marmorata	not assigned ()
Baloskion australe	not assigned ()
Baloskion fimbriatum	not assigned ()
Baloskion gracile	not assigned ()
Baloskion longipes	not assigned ()
Baloskion pallens	not assigned ()
Baloskion stenocoleum	not assigned ()
Baloskion tenuiculme	not assigned ()
Baloskion tetraphyllum	not assigned ()
Balsamita major	not assigned ()
Balsamocarpon brevifolium	not assigned (legume?)
Balsamorhiza careyana	forb
Balsamorhiza deltoidea	not assigned ()
Balsamorhiza hookeri	forb
Balsamorhiza macrophylla	forb
Balsamorhiza sagittata	forb
Balsamorhiza serrata	forb
Balthasaria schliebenii	not assigned ()
Bambusa affinis	grass
Bambusa alamii	grass
Bambusa albolineata	grass
Bambusa amahussana	grass
Bambusa amplexicaulis	grass
Bambusa amplexifolia	grass
Bambusa angustiaurita	grass
Bambusa angustissima	grass
Bambusa arnhemica	grass
Bambusa arundinacea	grass
Bambusa aurinuda	grass
